ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_B_1,EXPLAIN_B_1
384.0,Included,included,Agile human-centered software engineering,"We seek to close the gap between software engineering (SE) and human-computer interaction (HCI) by indicating interdisciplinary interfaces throughout the different phases of SE and HCI lifecycles. As agile representatives of SE, Extreme Programming (XP) and Agile Modeling (AM) contribute helpful principles and practices for a common engineering approach. We present a cross-discipline user interface design lifecycle that integrates SE and HCI under the umbrella of agile development. Melting IT budgets, pressure of time and the demand to build better software in less time must be supported by traveling as light as possible. We did, therefore, choose not just to mediate both disciplines. Following our surveys, a rather radical approach best fits the demands of engineering organizations.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a study (abstract) from industry or academia (IC2). It presents a lifecycle integrating SE and HCI under agile development (IC3), and does not violate any exclusion criteria (EC1-EC9)."
487.0,Included,included,An analysis of the agile method Scrum approach adapted in the process areas requirements management and requirements development of the CMMI [Uma anÃ¡lise do mÃ©todo Ã¡gil scrum conforme abordagem nas Ã¡reas de processo gerenciamento e desenvolvimento de requisitos do CMMI],In this article we analize the agile method Scrum in relation to the process areas Requirements Management and Requirements Development of the CMMI model. The results obtained from this analysis indicate that Scrum does not meet all the required practices present in such process areas. We point out what is missing in Scrum to fully comply with these areas and propose solutions for it.,EXCLUDED,"The article is written in Portuguese (EC1), violating the language requirement. Although it addresses agile methodologies and requirements management, the language barrier prevents inclusion."
1374.0,Excluded,ec3,How does an agile coaching team work?: a case study,"This paper presents a case study on building a successful agile coaching team focusing on distributed software development projects in a global software company. We describe how the team of eight coaches was built, how the coaches work as a team, how ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and is a primary study (IC4). It does not violate any exclusion criteria."
149.0,Included,included,A literature review of agile practices and their effects in scientific software development,"The nature of scientific research and the development of scientific software have similarities with processes that follow the agile manifesto: responsiveness to change and collaboration are of the utmost importance. But how well do current scientific software development processes match the practices found in agile development methods, and what are the effects of using agile practices in such processes? In order to investigate this, we conduct a literature review, focusing on evaluating the agility present in a selection of scientific software projects. Both projects with intentionally agile practices and projects with a certain degree of agile elements are taken into consideration. In the agility assessment, we define and utilize an agile mapping chart. The elements of the mapping chart are based on Scrum and XP, thus covering two of the most prominent agile reference models. We compared the findings of the literature review to results of a previously conducted survey. The comparison indicates that scientific software development projects adopting agile practices perceive their testing to be better than average. No difference to average projects was perceived regarding requirements-related activities. Future work includes an in-depth case study to further investigate the existence and impact of agility in three large scientific software projects, ultimately aiming at a better understanding of the particularities involved in developing scientific software. ",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and is a literature review which is a primary study (IC3). It does not violate any exclusion criteria (EC1-EC9)."
1867.0,Included,included,Pragmatic web service design: An agile approach with the service responsibility and interaction design method,"Service-Oriented Architectures (SOAs) are increasingly deployed to achieve distributed systems that are modular, flexible and extensible. However, designing for SOA can be challenging; there are issues involving the granularity of the cooperating services, problems with proprietary data models being exchanged, and there are no currently accepted conventions for describing a service or its interactions at an abstract level. This paper gives an overview of the Service Responsibility and Interaction Design Method (SRI-DM), an agile approach for engineering a Web Service design based on capturing a scenario as a use-case, factoring this into a set of Service Responsibility and Collaboration Cards, and constructing a Sequence diagram illustrating their interactions in fulfilling the scenario. Through two case studies the paper shows how using SRI-DM can expose many of the problems of over-engineering SOA and help to create simpler, more pragmatic web service designs.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and is a primary study employing qualitative and quantitative research (IC3 & IC4). It does not violate any exclusion criteria."
1032.0,Excluded,ec3,Development of auxiliary functions: should you be agile? an empirical assessment of pair programming and test-first programming,"A considerable part of software systems is comprised of functions that support the main modules, such as array or string manipulation and basic math computation. These auxiliary functions are usually considered less complex, and thus tend to receive less attention from developers. However, failures in these functions might propagate to more critical modules, thereby affecting the system's overall reliability. Given the complementary role of auxiliary functions, a question that arises is whether agile practices, such as pair programming and test-first programming, can improve their correctness without affecting time-to-market. This paper presents an empirical assessment comparing the application of these agile practices with more traditional approaches. Our study comprises independent experiments of pair versus solo programming, and test-first versus test-last programming. The first study involved 85 novice programmers who applied both traditional and agile approaches in the development of six auxiliary functions within three different domains. Our results suggest that the agile practices might bring benefits in this context. In particular, pair programmers delivered correct implementations much more often, and test-first programming encouraged the production of larger and higher coverage test sets. On the downside, the main experiment showed that both practices significantly increase total development time. A replication of the test-first experiment with professional developers shows similar results.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and employs quantitative research (IC3) through empirical experiments. It does not violate any exclusion criteria (EC1-EC9)."
367.0,Included,included,Agile development in a medical device company,"This article discuss the experience of the software development group working in Cochlearâ„¢ with introducing Scrum as an Agile methodology. We introduce the unique challenges we faced due to the nature of our product and the medical device industry. These are long validation cycles, strict regulatory standards and a high level of dependence on physical devices among others. We then show how we managed to overcome these by adapting Scrum and mapping it unto our current process in such a way as to continue to satisfy the strict standard and regulations. We show how we automated the testing of physical devices to overcome our dependence on manual testing. We present the tools we used for managing requirement, validation, reporting and performance metrics. Finally we briefly look at the implications of the proposed IEC62304 standard on software development with Scrum. Â© 2008 IEEE.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and is a primary study (IC4). It does not violate any exclusion criteria (EC1-EC9)."
69.0,Included,included,A case study for prioritizing features in environments with multiple stakeholders,"In corporations where the focus is a very dynamic business inserted in web environments, agile methods can fully meet almost all needs. However, in some particular companies, there are multiple stakeholders, who represent different interests in prioritizing activities. There is, consequently, a heavy challenge to implement agile methodologies which deal with such conflicts in order to prioritize the features of the system. It is important to focus on higher earned value as possible and consider the technical risks exposed by the development team. These barriers often lead these companies to abandon such agile methods, incorporating an approach of a chaotic work environment. This paper proposes an agile technique for prioritizing features in environments with multiple stakeholders and reports a successful experience in its usage.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (as indicated by the description of a'successful experience in its usage' in a corporate context - IC2). It presents a case study, which is a primary study (IC4), and appears to be a qualitative or quantitative study (although the abstract doesn't specify, the focus on a 'technique' suggests some data-driven approach – IC3). It does not violate any exclusion criteria."
2362.0,Excluded,ec3,Systematic literature studies: database searches vs. backward snowballing,"Systematic studies of the literature can be done in different ways. In particular, different guidelines propose different first steps in their recommendations, e.g. start with search strings in different databases or start with the reference lists of ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is a study (IC2), and it is a qualitative or quantitative research (IC3). It does not violate any exclusion criteria (EC1-EC9)."
1230.0,Included,included,Extreme Product Line Engineering: Managing Variability and Traceability via Executable Specifications,"Extreme Programming (XP) has been reported to work well by valuing principles of simplicity, lightweight practices, effective feedback and continuous process and product improvement. This paper describes an approach towards managing software product lines in a setting where XP practices are common. The paper is an action research describing a case where we handled variability in the domain of intelligent home systems to satisfy a range of requirements by our industrial partner. The paper delves into how variability and traceability of requirements can be managed via executable specifications. A case study was used to evaluate the approach, and it provided initial insights on its feasibility and usefulness.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and uses a case study which is a primary study (IC4). It does not violate any exclusion criteria."
2295.0,Excluded,ec3,Strategizing software development: strategic management of internet service development,This paper explores a theoretical linkage between software engineering and strategic management. Software engineering is now faced with two dynamic innovation streams: technological innovation and market innovation. Harshly shook by rapid technological ...,INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry or academia (IC2). It is presented as a theoretical paper exploring a linkage between software engineering and strategic management, which inherently deals with software development practices, thus satisfying the inclusion criteria. It does not violate any exclusion criteria."
546.0,Excluded,ec7,An MDE approach to software process tailoring,"Defining organizational processes is essential for enhancing maturity. However the best process depends on the particularities of each project. Typically a process engineer defines a specific process for each project in an ad-hoc fashion, which is expensive, unrepeatable and error prone. Trying to deal with this challenge we propose a model-based approach to software process tailoring that generates project specific processes based on the organizational process and the project context. The approach is systematic, repeatable and it does not depend on the people using it. The proposal has been applied for tailoring the Requirements Engineering process of a medium size company. The obtained results were validated by process engineers of the company. Processes obtained using the proposed approach matched the ones used in the company for planned contexts and also they were reasonable for non-expected situations.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1). It is a study from industry (IC2) presenting a qualitative approach (IC3) and is a primary study (IC4). It does not violate any exclusion criteria (EC1-EC9).
2350.0,Excluded,ec3,Survey of Agile Tool Usage and Needs," Today, little is known about what tools software companies are using to support their Agile methods and whether they are satisfied or dissatisfied with them. This is due to lack of objective surveys on the subject. The surveys that have been conducted so far are of a subjective nature and have mostly been performed by tool vendors. They are very limited in number and focus mainly on company structure and adherence to a specific Agile method rather than on tool usage and needs. For this reason, many companies have difficulties to choose appropriate tools to support their Agile process. One such company is the Swedish telecommunications giant Ericsson. To account for this lack of data, Ericsson commissioned us to conduct an independent survey focusing on the tool usage and needs as experienced by the Agile software community today. In this paper, we report on the results of our survey. The survey covers 121 responses from 120 different companies coming from 35 different countries. Our results show that the most satisfactory tool aspect is ease of use, whereas the least satisfactory one is lack of integration with other systems. Finally, our results provide a list of features that are most desired by the software companies today.",INCLUDED,The article meets Inclusion Criteria IC1 (addresses requirements in software projects using agile methodologies) and IC2 (study from industry/academia - Ericsson commissioned the survey). It does not violate any Exclusion Criteria.
1406.0,Included,included,Identifying critical areas for improvement in agile multi-site co-development,"Agile processes potentially ease distributed software development by demanding regular communication and self-management of virtual team members. However, being designed for collocated teams, extensions to the regular process need to be made. We investigate critical areas of improvement based on a case of distributed Scrum involving two unaffiliated Austrian IT organizations that collaborate to build software. We identified eight critical areas for improvement originating from interviews, retrospective meetings and an in-depth case analysis. Key suggestions for practice include the establishment of long-lived single-site Scrum teams and the application of Behavior Driven Development (BDD) to make implicit requirement knowledge explicit and transparent to all of the distributed parties. Copyright Â© 2013 SCITEPRESS.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1). It's a study from academia (IC2) and presents qualitative research based on interviews and case analysis (IC3). It's a primary study (IC4) and does not violate any exclusion criteria (EC1-EC9).
1497.0,Included,included,INSERT: An Improved Story card Based Requirement Engineering Practice for Extreme Programming,"Developing software that meets the customers or stakeholders ' needs and expectation is the ultimate goal of the software development methodology. To meet their need we have to perform requirement engineering which helps to identify and structure requirements. In traditional software development methods end users or stakeholders predefined their requirements and sent to the development team to analysis and negotiation to produce requirement specification. In many cases it is risky or very difficult and not economical to produce a complete, verifiable set of requirements. Traditional software development has a problem to deal with requirement change after careful analysis and negotiation. This problem is well tackled by the XP as XP recommends an on-site customer to represents their requirements through user stories on story cards. Generally customers have rarely a general picture of the requirements or system in their mind which leads problems related to requirements like requirements conflicts, missing requirements, and ambiguous requirements etc, and does not address non-functional requirements from exploration phase.",EXCLUDED,"The article discusses an improved story card-based requirement engineering practice for Extreme Programming. While it addresses requirements in software projects, it focuses on a specific practice within XP rather than a broader study of agile methodologies. It is not a primary study and deals with a specific technique within XP, therefore it does not fully meet the criteria for a study on agile methodologies in software requirements."
207.0,Included,included,A report on the XP workshop on agile product line engineering,"Software Product Line Engineering (SPLE) promises to lower the costs of developing individual applications as they heavily reuse existing artifacts. Besides decreasing costs, software reuse achieves faster development and higher quality. Traditionally, SPLE favors big design upfront and employs traditional, heavy weight processes. On the other hand, agile methods have been proposed to rapidly develop high quality software by focusing on producing working code while reducing upfront analysis and design. Combining both paradigms, although is challenging, can yield significant improvements. In this workshop, we discussed the challenges, the research questions and the tradeoffs that need to be addressed for such an integration to enjoy success.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry or academia (IC2). It is a primary study (IC4) and qualitative research (as it discusses challenges, research questions, and tradeoffs - IC3). It does not violate any exclusion criteria."
1515.0,Included,included,"Integration of software engineering techniques through the use of architecture, process, and people management: An experience report","This paper reports on the experiences of integrating several Software Engineering techniques by the Rapid Prototyping group of Siemens Corporate Research. This experience was gained during our recent project that involved developing a web-based, workflow-driven information system. The techniques integrated for this project included agile and iterative processes, user centered design, requirements discovery and maturation, and test-driven development. These techniques were integrated and supported by a proprietary process entitled ""Siemens Rapid Prototyping"" (S-RaP), a software architecture, and project management techniques. This paper will detail the specific characteristics of S-RaP, the software architecture, and the project management techniques that supported the integration of the above listed software engineering techniques. We will also report on our experience with their effectiveness and our thoughts on future enhancements in all three areas. Â© Springer-Verlag Berlin Heidelberg 2005.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and is a primary study reporting on an experience (IC4). It does not violate any exclusion criteria (EC1-EC9)."
668.0,Excluded,ec3,Beyond refactoring: a framework for modular maintenance of crosscutting design idioms,"Despite the automated refactoring support provided by today's IDEs many program transformations that are easy to conceptualize--such as improving the implementation of a design pattern--are not supported and are hence hard to perform. We propose an extension to the refactoring paradigm that provides for the modular maintenance of crosscutting design idioms, supporting both substitutability of design idiom implementations and the checking of essential constraints. We evaluate this new approach through the design and use of Arcum, an IDE-based mechanism for declaring, checking, and evolving crosscutting design idioms.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) as it focuses on modular maintenance of design idioms, which is relevant to software development. It is a study from industry or academia (IC2) as it presents a framework and an IDE-based mechanism (Arcum). The research is quantitative, as it evaluates a new approach through an IDE-based mechanism (IC3). It is a primary study (IC4)."
1046.0,Included,included,Distributed Agile: Growing a Practice Together,"Elastic Path software and Luxoft present in this case study a successful distributed agile project using outsourcing (both near and off shore). Elastic Path and Luxoft are both experienced agile practitioners, which helped immensely in so far as neither client nor vendor had to learn how to do agile while trying to overcome the difficulties in implementing agile in a distributed manner. The case study describes how Elastic Path and Luxoft overcame the challenges of daily meetings, the lack of face-to-face interactions, rapidly changing requirements, and rapid team size scaling all across a fourteen hour time difference.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and presents qualitative insights into overcoming challenges (IC3). It does not violate any exclusion criteria."
174.0,Excluded,ec3,A neural network-based approach of quantifying relative importance among various determinants toward organizational innovation,"Innovation management is the practice of managing new ideas and insights into business environment so as to increase market competitiveness. Therefore, it is vital to address the critical determinants of effective innovation management within an organizational context, hence called organizational innovation. Based on some existing frameworks of managing organizational innovation, several key determinants can be identified. Using industrial survey data, we then proposed and used a neural network-based approach to quantify the connectivity between each of these determinants and organizational innovation. First, the modeling accuracy of our proposed method was examined and benchmarked with multiple linear regression and non-linear least square fitting methods. Next, the relative importance among various key determinants toward organizational innovation can be computed using our method. We then compared the results with the qualitative judgment of field experts and professionals using the analytical hierarchy process. Based on the comparison outcomes, our proposed method is proved to be reasonably useful and practical in capturing the comparative influence among determinants toward organizational innovation.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) as it focuses on organizational innovation, which is a critical aspect of software development and business environments. It is a primary study (IC4) presenting a new method. It is a quantitative study (IC3) utilizing a neural network and benchmarking against other methods. The article does not violate any exclusion criteria."
958.0,Excluded,ec3,Converged ‘user integration’ provided as a mediated service,"In the world of machine-to-machine interaction, the success of Web Services technology owes much to its ability to define a contract between applications independent of the host machines’ underlying hardware and the transport mechanism linking them. With this contract, applications know what to expect of one another and this provides a solid foundation for integration. The resulting business process improvements translate directly into saved costs and new business opportunities. However, these workflow improvements typically come to a grinding halt whenever real-time input from consumers is required since there is currently no way to effectively construct the same sort of contract for spontaneous person-tomachine interactions as Web Services provides for machine-to-machine interaction. The consumer-to-machine link is characterised by reliability, availability, trust and conformance to message syntax all being in unbearable deficit … and all of that deficit being due to the user ‘component’ rather than the machine! For this reason, the solution designer will typically consider the user to be effectively unavailable and ‘park’ the workflow in a suitable state pending user intervention at some later date. If a mechanism were available to transform the user into a reliable, highly available, trusted component of the overall workflow system which always rendered its requests/responses in machine-readable form to an agreed syntax then that ‘component’ (the user) could be included in automated processes directly. This integration of the user into the workflow would have far-reaching impact on the way systems are designed and operated, providing the user with much greater control of service delivery and improving the overall service experience.This paper describes a prototype system and how the operator of such a system can support users employing a multitude of devices connected over various networks and offer to third parties a facility whereby they can very easily conduct structured interactions with those users in real time, on the device of their preference, without them requiring any knowledge of those users’ devices, addresses, networks, presence or device preferences. The users are restricted to supplying only valid messages which are forwarded to the third party in machine-readable format in order that their service logic can act on them automatically. The paper goes on to propose further opportunities arising from the ownership of such a facility.",EXCLUDED,"The article discusses Web Services and user integration, but it does not explicitly address software requirements. It focuses on workflow improvements and service delivery rather than the specific requirements engineering or development aspects related to agile methodologies."
