ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_B_2,EXPLAIN_B_2
1384.0,Excluded,ec3,How to Build an Informative Workspace? An Experience Using Data Collection and Feedback,"Several works on agile methods discuss the use of team's workspace for displaying relevant information. The management of an Informative Workspace (IW) is a challenging task as it can involve many different subjects such as team adaptability, continuous reflection, workspace layout, human cognition, usability, etc. Our paper explores the IW management and it is divided in two phases. The first phase describes a data collection performed on 8 agile teams in order to identify valuable aspects on managing an IW based on their experiences. We proposed a series of suggestions to the teams in order to improve their current context using their IW and we gathered the feedbacks. This process leds to a set of seven heuristics for managing an IW. On the second phase, in order to reinforce the heuristics validity, a five point Likert scale survey was applied resulting mostly in positive evaluations. At the end of these two phases, we associate the seven proposed heuristics, when possible, to available considerations on other agile community references.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and employs both qualitative (data collection and feedback) and quantitative (Likert scale survey) research methods (IC3). It is a primary study (IC4), and does not violate any exclusion criteria (EC1-EC9)."
724.0,Included,included,Certifying for CMM Level 2 and IS09001 with XP@Scrum,"This experience report describes the followed road of getting certified for both CMM Level 2 and ISO9001:2000 on a time scale of 2 years by using agile methodologies. We discuss why we selected the combination of extreme programming (XP) and Scrum as the base for our software development process and which ""ceremony"" we had to add in order to satisfy the requirements ofCMML2 and ISO9001. Also our major challenges at the moment are described, and the way we try to solve them. Furthermore we want to share a number of issues and experiences.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is an experience report from industry (IC2). It is a qualitative research study (IC3) and a primary study (IC4). It does not violate any exclusion criteria (EC1-EC9).
478.0,Excluded,ec3,An agile approach for integration of an open source health information system,"In this paper we examine the close relationship that can be established between Agile methodologies and the FLOSS (Free-Libre Open Source Software) development model, by integrating a Health Information System (HIS) into the IT environment of an Italian hospital (a so-called software verticalization). We followed XP approach during development of new features. This approach allowed us not only to contribute to the original Open Source project, helping it to become increasingly mature, but also to evaluate in a quantitative manner the effort devoted to the international project, to the national context and to the specific health care organization.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and is a quantitative study (IC3). It does not violate any exclusion criteria."
2429.0,Included,included,The application of user stories for strategic planning,"In agile development stories are typically used to define small, independent pieces of functionality that have value for the customer. They are most often used to define requirements for future development. This paper describes a project where stories ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and is a primary study (IC4). It does not violate any exclusion criteria (EC1-EC9)."
2054.0,Excluded,ec7,Requirements Composition Table Explained," Aspect-oriented requirements engineering (AORE) introduced an artifact called Requirements Composition Table (RCT). RCT presents a holistic view of an application's functionality structured by core features and crosscutting concerns. This artifact can effectively support various project tasks and serve as a common frame of reference for all parties on a project team. As AORE remains little-known to most practitioners in the software development field, the purpose of this paper is to explain the RCT concept to practitioners and discuss its benefits. The RCT technique has been implemented for a number of Wall Street applications at various investment banks. RCT can help us perform important project tasks and has proven to be one of the most valuable artifacts of a software project. This paper discusses the steps to develop an RCT, provides an example of how to use it to perform change impact analysis for releases, describes experiences using RCTs in practice, and discusses lessons learned on projects implementing the RCT technique.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (Wall Street applications) and academia (AORE), fulfilling IC2. It's a primary study (IC4) and presents a detailed explanation and practical experiences (IC3)."
1226.0,Excluded,ec3,Extensible Prototyping for pragmatic engineering of knowledge-based systems,"Knowledge-based systems (KBSs) have been built and practically applied in various contexts for decades. Yet, they still challenge developers by their complexity: Apart from a sound knowledge base they likewise require comprehensive user interface (UI) and interaction design for supporting the task at hand optimally. However, current KBS-Engineering methodologies still mostly focus on knowledge base development, regarding UI/interaction design a more incidental, low priority task. Thus, the \{UI\} often is developed in a rather ad hoc manner, thereby neglecting the potential of experimental design and creating reusable solutions. The integration of (rapid) evolutionary prototyping activities with \{KBS\} Engineering offers the chance for incorporating UI/interaction design more prominently into the process while at the same time leveraging the overall development task; specifically, we propose Extensible Prototyping as a tailored prototyping approach and we suggest its integration with the Agile Process Model for knowledge-based systems in this paper. For practical support, we further introduce the customized prototyping and knowledge systems engineering tool ProKEt, and we report on practical experiences with applying both the approach and the tool.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from academia (IC2). It presents a qualitative/quantitative approach (IC3) and is a primary study (IC4). It does not violate any exclusion criteria (EC1-EC9).
2358.0,Excluded,ec3,System Dynamics Modeling of Agile Continuous Delivery Process,"The popularization of agile development as well as the recent prevalence of virtualization and cloud computing has revolutionized the software delivery process- making it faster and affordable for businesses to release their software continuously. Hence, the need for a reliable and predictable delivery process for software applications. The aim of this paper is to develop a System Dynamics (SD) model to achieve a repetitive, risk-free and effortless Continuous Delivery process to reduce the perils of delayed delivery, delivery cost overrun and poor quality delivered software.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and uses qualitative/quantitative research methods (IC3) and is a primary study (IC4). It does not violate any exclusion criteria."
784.0,Included,included,Chapter 15 - Rapid \{CD\} and Other Methodologies,"Publisher Summary It is noted that the phases of rapid contextual design can be broken up into three fundamental partsâ€”namely, requirements gathering, work or activity redesign, and user experience design. These phases effectively maps well to any corporate or agile methodology particularly for basic requirements gathering, including business case, product or system requirements gathering, and personas and user scenarios. Rapid \{CD\} can easily supplement the deliverables required for the business analysis and requirements phases of most corporate processes. Paper prototyping is widely accepted as a means of testing design ideas and refining them. However, it should be accomplished with real user cases and not the canned test scenarios of some usability testing. The core of rapid \{CD\} is getting customer data and its implications into the design process and into the minds of designer and developers. It provides the data that is needed to guide business decisions, prioritize requirements, and produce high quality user experience. It is noted that rapid \{CD\} can augment other methods also.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry or academia (IC2). It is a primary study (IC4) and presents qualitative information about how rapid CD can supplement agile methodologies (IC3). It does not violate any exclusion criteria.
1353.0,Included,included,Hidden skills that support phased and agile requirements engineering,"Extreme Programming (XP), the best-known agile method, solves this problem through a variety...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and likely employs qualitative or quantitative research (IC3) – it's a primary study investigating hidden skills. It does not violate any exclusion criteria."
440.0,Excluded,ec3,Agile software development processes in large web development enterprises,"Agile processes can be applied to any software process for effective response to changing requirements during the development process and effective communication among stakeholders. There is lack of surveys related to agile processes in large web development enterprises in the world and the current state of adoption of agile processes by large enterprises is still unknown. A survey has been conducted in this research based on questionnaire and interviews in five large Jordanian enterprises to examine the process models adopted by these enterprises, the extent to which these enterprises are using agile processes, and finally to examine the problems associated with large web applications' development. The results of this survey showed that there is a weakness in adoption of agile processes in large Jordanian enterprises and the Extreme Programming (XP) is well known agile process by the developers working in these enterprises. According to survey results, we suggested recommendations related to adoption of XP agile process in large enterprises.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a primary study based on a survey conducted in industry (IC2), and uses a qualitative/quantitative approach through a survey and interviews (IC3). It does not violate any exclusion criteria (EC1-EC9)."
2779.0,Excluded,ec3,Visual data mining and analysis of software repositories,"In this article we describe an ongoing effort to integrate information visualization techniques into the process of configuration management for software systems. Our focus is to help software engineers manage the evolution of large and complex software systems by offering them effective and efficient ways to query and assess system properties using visual techniques. To this end, we combine several techniques from different domains, as follows. First, we construct an infrastructure that allows generic querying and data mining of different types of software repositories such as \{CVS\} and Subversion. Using this infrastructure, we construct several models of the software source code evolution at different levels of detail, ranging from project and package up to function and code line. Second, we describe a set of views that allow examining the code evolution models at different levels of detail and from different perspectives. We detail three views: the file view shows changes at line level across many versions of a single, or a few, files. The project view shows changes at file level across entire software projects. The decomposition view shows changes at subsystem level across entire projects. We illustrate how the proposed techniques, which we implemented in a fully operational toolset, have been used to answer non-trivial questions on several real-world, industry-size software projects. Our work is at the crossroads of applied software engineering (SE) and information visualization, as our toolset aims to tightly integrate the methods promoted by the InfoVis field into the \{SE\} practice.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) as it focuses on configuration management and querying software repositories. It is a study from industry or academia (IC2) and presents qualitative/quantitative research through data mining and visualization techniques (IC3). It's a primary study (IC4) and doesn't violate any exclusion criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9)."
1228.0,Included,included,Extreme designing: binding sketching to an interaction model in a streamlined HCI design approach,"This paper presents a streamlined approach to human-computer interaction design called extreme designing. Extreme designing follows on the footsteps of agile methods and is analogous to extreme programming. However, it is not radically committed to ""user interface coding"" (sketching or prototyping alone), but instead proposes to combine user interface sketches with a more structured representation such as an interaction model. By doing so, it brings together the advantages of sketching and prototyping as a communication tool, and of interaction modeling as a glue that binds together the sketches to allow designers to gain a more comprehensive view of and to reflection on the interactive artifact, thus promoting a more coherent and consistent set of design decisions.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and presents qualitative research through a design approach (IC3). It does not violate any exclusion criteria."
2792.0,Excluded,ec4,Web2SE: First Workshop on Web 2.0 for Software Engineering,"Social software is built around an ""architecture of participation"" where user data is aggregated as a side-effect of using Web 2.0 applications. Web 2.0 implies that processes and tools are socially open, and that content can be used in several different ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), and it is a study from academia (IC2). The abstract suggests it is a primary study (IC4), and it focuses on Web 2.0 for Software Engineering, which aligns with the research area (IC1)."
2745.0,Included,included,Using prototypes in early pervasive game development,"In this paper, we discuss using various prototyping methods in early game development. We have playtested pervasive game prototypes using agile software prototype development methods and guided paper prototyping methods. We give examples of four pervasive ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and employs qualitative and quantitative research methods (IC3) and is a primary study (IC4). It does not violate any exclusion criteria."
2135.0,Excluded,ec3,Scrum down: a software engineer and a sociologist explore the implementation of an agile method,This paper provides an overview and position statement on the work undertaken as part of a project to explore the implementation of Scrum in the context of an interactive digital media software development company. The project is being undertaken in the Communication and Computing Research Centre at Sheffield Hallam University.,INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and is presented as a qualitative/position statement (IC3). It does not violate any exclusion criteria (EC1-EC9)."
946.0,Excluded,ec3,Confirming the influence of educational background in pair-design knowledge through experiments,"The sharing of tacit knowledge is a strategic factor for the success of software process, from a number of perspectives: training, project assimilation, and reducing noise in knowledge transfer. Pair programming is supposed to be a practice suitable for this purpose. Unfortunately, the building of tacit knowledge is determined by factors that are difficult to isolate and capture because they concern personal attitude and capability. Thus, we have focused on the possible causes forming the individual ability, that can be isolated and studied, such as the individual education background. We have applied the practice of working in pairs to the design phase. We have made an experiment and a replica in academic environment, in order to understand the relationship between the building of knowledge through the practice and the individual background. In this paper we discuss the replica and compare the results with the first experiment's ones.",EXCLUDED,"The article does not address software requirements. It focuses on the influence of educational background on pair design knowledge within a design phase experiment, without explicitly detailing how software requirements are considered or addressed."
431.0,Excluded,ec3,Agile software architecture,"When the Agile software development became popular in software development communities, some engineers thought that software architecture would die out. But no matter what, a software project will have an architecture, whether documented intentionally or created on the fly. Software Architecture should enable Agile development methods by itself being Agile. But how? In this paper, I will discuss my experience of doing architecture in an Agile way and in a non-Agile way. Have an architecture that follows the Agile principles is key to obtaining success in an Agile development environment.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1). It is a study based on the author's experience (IC2), and describes a qualitative approach (IC3). It is a primary study (IC4) and does not violate any exclusion criteria (EC1-EC9)."
192.0,Excluded,ec3,A platform for the development of patient applications in the domain of personalized health,"Personalized health (p-health) systems can contribute significantly to the sustainability of healthcare systems, though their feasibility is yet to be proven. One of the problems related to their development is the lack of well-established development tools for this domain. As the p-health paradigm is focused on patient self-management, big challenges arise around the design and implementation of patient systems. This paper presents a reference platform created for the development of these applications, and shows the advantages of its adoption in a complex project dealing with cardio-vascular diseases.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (implied by the 'complex project dealing with cardio-vascular diseases' reference) (IC2). It is a primary study (IC4) and appears to be a quantitative study (based on the demonstration of advantages of a platform). It does not violate any exclusion criteria.
455.0,Included,included,Agile versus CMMI - process template selection and integration with microsoft team foundation server,"Increasingly many software development organizations must pursue at least a level 3 CMMI certification to compete in the marketplace. Not all software organizations are under this constraint, but the CMMI model offers benefit beyond just a marketing advantage. Agile methods have taken hold in many of the same organizations that stand to gain benefit from CMMI. CMMI adds some stress to the Agile approach by nature of more detailed planning and tracking. Microsoft and other software development organizations have endeavored to automate the more tedious aspects of CMMI, thus making it easier to support agile approaches within more rigid frameworks. The Microsoft Solutions Framework (MSF) initially founded on Microsoft software best practices observed internally and externally has expanded to integrate automated software configuration for team projects. The Team Foundation Server (TFS) product leverages MSF and supports both CMMI and Agile as process templates and provides tools around these templates to automate the use of either approach. In this paper, we explore how Microsoft has integrated these approaches into TFS, the rationale and implications for selecting one approach over another and how agile practices can be integrated into a CMMI framework.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (IC2). It's a primary study (IC4) and presents qualitative and quantitative research (IC3) exploring the integration of CMMI and Agile within TFS. It does not violate any exclusion criteria (EC1-EC9).
1083.0,Excluded,ec7,Early Phase Telemedicine Requirements Elicitation in Collaboration with Medical Practitioners, ,INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry/academia (IC2), and is likely qualitative or quantitative research (IC3) given the focus on telemedicine requirements elicitation. It does not violate any exclusion criteria (EC1-EC9)."
982.0,Included,included,Dealing with navigation and interaction requirements changes in a TDD-based Web engineering approach,"Web applications are well suited to be developed with agile methods. However, as they tend to change too fast, special care must be put in change management, both to satisfy customers and reduce developers load. In this paper we discuss how we deal with navigation and interaction requirements changes in a novel test-driven development approach for Web applications. We present it by indicating how it resembles and differs from ""conventional"" TDD, and showing how changes can be treated as ""first class"" objects, allowing us to automate the application changes and also to adaptively prune the test suite. Â© 2010 Springer-Verlag Berlin Heidelberg.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and uses a quantitative approach (IC3) based on test-driven development (TDD) – a primary study (IC4). It does not violate any exclusion criteria."
403.0,Included,included,Agile on a fixed budget,"The views of Scott W. Ambler on resources, schedule, and scope for the agile software development in a fixed budget, are discussed. He states that the quality suffers due to shortcuts and/or poor decisions made by technical staff to avoid constraints in developing a software. Developers need to work in short, time-boxed iterations delivering working software on a regular basis to complete a software development project. They also need to use working software that provides feedback of stakeholders, enabling them to determine the requirements of end-users. The use of Extreme Programming (XP), Scrum, and Agile Modeling allows stakeholders to change the requirements as the project progresses. Technical writers need to produce external documentation to develop software efficiently.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study (abstract), and is qualitative research (discussion of views). It does not violate any exclusion criteria."
711.0,Excluded,ec7,Can Requirements Dependency Network Be Used as Early Indicator of Software Integration Bugs? ,"Complexity cohesion and coupling have been recognized as prominent indicators for software quality. One characterization of software complexity is the existence of dependency relationship. Moreover, degree of dependency reflects the cohesion and coupling between software elements. Dependencies on design and implementation phase have been proven as important predictors for software bugs. We empirically investigated how requirements dependencies correlate with and predict software integration bugs, which can provide early estimate regarding software quality, therefore facilitate decision making early in the software lifecycle. We conducted network analysis on requirements dependency networks of two commercial software projects. We then performed correlation analysis between network measures (e.g., degree, closeness) and number of bugs. Afterwards, bug prediction models were built using these network measures. Significant correlation is observed between most of our network measures and number of bugs. These network measures can predict the number of bugs with high accuracy and sensitivity. We further identified the significant predictors for bug prediction. Besides, the indication effect of network measures on bug number varies among different types of requirements dependency. These observations show that requirements dependency network can be used as an early indicator of software Integration bugs.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a primary study from industry (IC2), and uses quantitative research (IC3). It does not violate any exclusion criteria (EC1-EC9)."
395.0,Included,included,Agile methods and requirements engineering in change intensive projects,"In this paper we discuss how well agile methods can deal with requirements related issues in change intensive projects. Five agile methods are considered: eXtreme Programming, Scrum, Crystal, Dynamic Systems Development Method and Adaptive Software Development. We analyze how well these methods implement the basic goals of requirements engineering, how they counteract or support the occurrence of requirements changes and how they cope with problems arising from changing requirements. We show that agile methods provide a valid approach for requirements related issues, but also identify their weaknesses.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1). It is a study from industry or academia (IC2) and presents qualitative and quantitative analysis (IC3). It's a primary study (IC4) and does not violate any exclusion criteria (EC1-EC9).
534.0,Excluded,ec7,An information system to support the engineering designer,"Engineering companies are currently shifting their focus from selling products to providing services, hence the products’ designers must increasingly consider life-cycle requirements, in addition to conventional design parameters. To identify possible areas of concern, engineers must consider knowledge throughout the life cycle of similar or related products. However, because of the size and distributed nature of a company’s operation, engineers often do not have access to front-line maintenance data. In addition, the large number of documents generated during the design and operation of a product makes it impractical to manually review all documents thoroughly during a task. As a case study, this paper discusses the concept and development of a large hypermedia based Knowledge Desktop that has been developed to support the maintenance and future design of aircraft engines. As part of the development cycle, the performance of the software and its acceptance by the user community has been fully evaluated. The evaluation method considered in this paper focuses on the subjective opinion of the users and measures the ease with which users could retrieve the information required to perform specific tasks.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (IC2). It is a primary study (IC4) and utilizes qualitative research methods (focusing on user opinions - IC3). It does not violate any exclusion criteria (EC1-EC9).
1733.0,Included,included,Multi-objective ant colony optimization for requirements selection,"The selection of a set of requirements between all the requirements previously defined by customers is an important process, repeated at the beginning of each development step when an incremental or agile software development approach is adopted. The set of selected requirements will be developed during the actual iteration. This selection problem can be reformulated as a search problem, allowing its treatment with metaheuristic optimization techniques. This paper studies how to apply Ant Colony Optimization algorithms to select requirements. First, we describe this problem formally extending an earlier version of the problem, and introduce a method based on Ant Colony System to find a variety of efficient solutions. The performance achieved by the Ant Colony System is compared with that of Greedy Randomized Adaptive Search Procedure and Non-dominated Sorting Genetic Algorithm, by means of computational experiments carried out on two instances of the problem constructed from data provided by the experts.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and employs a quantitative approach through computational experiments (IC3). It is a primary study (IC4), and does not violate any exclusion criteria (EC1-EC9)."
1505.0,Excluded,ec4,Integrating agility in the cs curriculum: practices through values,abstract is not available,EXCLUDED,"The abstract is not available, preventing assessment of whether the study addresses requirements in software projects using agile methodologies (IC1). Therefore, it cannot be determined if it meets the inclusion criteria."
1113.0,Included,included,Embracing agile development of usable software systems,"The interdisciplinary nature of system design can lead to communication problems between developers in different fields. This is becoming evident in the emerging field of agile software development which has largely ignored or been unable to address usability. This work presents a development process and toolset that draws on extreme programming--an agile software development process, and scenario-based design--a usability engineering process. This approach will allow developers in both fields to better communicate and work together to efficiently design usable systems.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and presents qualitative and quantitative research (IC3) through a development process and toolset. It does not violate any exclusion criteria (EC1-EC9)."
399.0,Excluded,ec3,Agile methods rapidly replacing traditional methods at Nokia: A survey of opinions on agile transformation,"Context Many organizations have started to deploy agile methods, but so far there exist only a few studies on organization-wide transformations. Are agile methods here to stay? Some claim that agile software development methods are in the mainstream adoption phase in the software industry, while others hope that those are a passing fad. The assumption here is that if agile would not provide real improvement, adopters would be eager at first but turn pessimistic after putting it into practice. Objective Despite the growing amount of anecdotal evidence on the success of agile methods across a wide range of different real-life development settings, scientific studies remain scarce. Even less is known about the perception of the impacts of agile transformation when it is deployed in a very large software development environment, and whether agile methods are here to stay. This study aims to fill that gap by providing evidence from a large-scale agile transformation within Nokia. While we have yet to confirm these findings with solid quantitative data, we believe that the perception of the impacts already pinpoints the direction of the impacts of large-scale agile transformation. Method The data were collected using a questionnaire. The population of the study contains more than 1000 respondents in seven different countries in Europe, North America, and Asia. Results The results reveal that most respondents agree on all accounts with the generally claimed benefits of agile methods. These benefits include higher satisfaction, a feeling of effectiveness, increased quality and transparency, increased autonomy and happiness, and earlier detection of defects. Finally, 60% of respondents would not like to return to the old way of working. Conclusion While the perception of the impact of agile methods is predominantly positive, several challenge areas were discovered. However, based on this study, agile methods are here to stay.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and uses a survey, which is a qualitative research method (IC3). It is a primary study (IC4) and does not violate any exclusion criteria (EC1-EC9)."
