ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A_3,EXPLAIN_A_3
2669.0,Excluded,ec3,"Understanding the co-evolution of institutions, technology, and organizations: the enactment of the state government portal of Puebla","Until recently, researchers and practitioners around the world thought that information technologies could by themselves transform government organizations. However, current studies show that there are complex relationships between information technologies, ...",EXCLUDED,"The article does not address software requirements as it focuses on the co-evolution of institutions, technology, and organizations, rather than specific software project requirements in an agile context. This violates Exclusion Criterion EC3."
1552.0,Excluded,ec3,Is agility out there?: agile practices in game development,Game development is a very complex and multidisciplinary activity and surely the success of games as one of most profitable areas in entertainment domain could not be incidentally. The goal of this paper is to investigate if (and how) principles and ...,EXCLUDED,"The article is a study that investigates agile practices in game development, which addresses software requirements in agile methodologies. However, it does not specify whether it addresses at least one agile methodology (violating EC7) or answer at least one research question (violating EC9). Additionally, the abstract does not clearly indicate whether it addresses a specific agile methodology or provides a clear research question, making it insufficient to meet inclusion criteria."
2064.0,Included,included,Requirements in agile software development,"Nowadays, software organizations spend much time and resources to analyze and investigate software requirements. Thus some factors like the need to fast software delivery with a high quality, the superiority in competition with other companies, satisfying customers, considering the market dynamics, the change of customer needs, and addressing market challenges have finally led to develop agile methods as well as the requirements issue becomes one of the most important topics. As it is time consuming to define needs at one stage and impossible to spend much time in order to determine requirements completely using traditional ways in agile methods, screening and some other ways are required to identify needs in the agile method. This paper is aimed to study requirements and identify strategies of useful and useless ones to develop the software via agile methods because of the need to the software and different competitions between developers in rapid software providing perfect and with a high quality.",EXCLUDED,"The article is an abstract that does not present a study with empirical data or a clear research methodology. It fails to address at least one research question (EC9) and does not describe any specific study design, data collection, or analysis, making it incomplete and not meeting the criteria for a primary or secondary study. Therefore, it violates EC4 (study is incomplete or just an abstract)."
725.0,Excluded,ec3,Challenges and industry practices for managing software variability in small and medium sized enterprises,"Software variability is an ability to change (configure, customize, extend) software artefacts (e.g. code, product, domain requirements, models, design, documentation, test cases) for a specific context. Optimized variability management can lead a software company to 1) shorter development lead time, 2) improved customer and improved user satisfaction, 3) reduced complexity of product management (more variability, same )and4)reducedcosts(samevariability,less). However, it is not easy for software companies, especially small and medium size of enterprises to deal with variability. In this paper we present variability challenges and used practices collected from five SMEs. Our study indicates that increased product complexity can lead growing SMEs to the time-consuming decision-making. Many of the analyzed medium size of companies also expect improved tool support to help them to boost their productivity when managing increasingly complex products and increasing amount of variants In fact, in many of the analysed SMEs, a high level of automation in design, release management and testing are or become a key factor for market success By introducing the challenges and used practices related to variability the paper deepens understanding of this highly relevant but relatively under-researched phenomenon and contributes to the literature on software product line engineering.",INCLUDED,"The article addresses software requirements in the context of software variability management in SMEs, which is relevant to software project requirements using agile methodologies. It is a primary study based on empirical data collected from five SMEs, fulfilling IC1 (software requirements in agile projects), IC2 (industry study), IC3 (qualitative research), and IC4 (primary study). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses a specific agile-related phenomenon (variability management), and answers research questions about challenges and practices. Thus, it meets all inclusion criteria and does not violate any exclusion criteria."
162.0,Excluded,ec3,A Methodology for Assessing Agile Software Development Methods,"Agile methods provide an organization or a team with the flexibility to adopt a selected subset of principles and practices based on their culture, their values, and the types of systems that they develop. More specifically, every organization or team implements a customized agile method, tailored to better accommodate its needs. However, the extent to which a customized method supports the organizational objectives, i.e. the `goodness' of that method, is questionable. Existing agile assessment approaches focus on comparative analyses, or are limited in scope and application. In this research, we propose a structured, systematic, and comprehensive approach to assessing the `goodness' of agile methods. We examine an agile method based on (1) its adequacy, (2) the capability of the organization to support the adopted principles and practices specified by the method, and (3) the method's effectiveness. We propose the Objectives, Principles and Practices (OPP) Framework to guide our assessment. The Framework identifies (1) objectives of the agile philosophy, (2) principles that support the objectives, (3) practices that are reflective of the principles, (4) linkages among the objectives, principles and practices, and (5) indicators for assessing the extent to which an organization supports the implementation and the effectiveness of that practice. In this paper, we discuss our solution approach, preliminary results, and future work.",INCLUDED,"The article addresses software requirements in agile software development methods, as it proposes a framework to assess the 'goodness' of agile methods based on adequacy, organizational capability, and effectiveness. It does not violate any exclusion criteria: it is in English (EC1), addresses software development requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses core agile methodologies (EC7), and answers relevant research questions (EC9). It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is a primary research study (IC2), employs a systematic and structured approach (IC3), and is a primary study (IC4)."
452.0,Included,included,Agile user centered design: enter the design studio - a case study,"In this paper we describe the merger of user centered design into agile (team) development practice as manifest in a one day design studio. Benefits and challenges to a design studio approach are discussed, and the evolution of one design using the design studio process is presented.",INCLUDED,"The article addresses user-centered design in agile software development through a case study, fulfilling IC1 (software requirements in agile contexts), IC2 (industry or academia context), and IC3 (qualitative research). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses an agile methodology (design studio as part of agile practice) (EC7), and answers relevant research questions (EC9)."
2143.0,Included,included,ScrumPL: Software product line engineering with Scrum,"This paper presents the ScrumPL process, which combines the Software Product Line Engineering (SPLE) methodology and the agile method Scrum to develop Software Product Lines (SPL). This process uses the Requirements Engineering and Design sub-processes from both Domain and Application Engineering SPLE processes to create a reference architecture with reusable component descriptions. Those components are then added to a product backlog. Finally, the Scrum principles and lifecycle are launched to implement, test, change requirements and deliver products. A preliminary result is also presented: a software product line reference architecture and product backlog of an interactive TV navigation system.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies (Scrum) within the context of Software Product Line Engineering (SPLE). It is a primary study that presents a new process (ScrumPL) combining SPLE and Scrum, fulfilling IC1, IC2, and IC4. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Scrum) (EC7), and answers at least one research question (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
1258.0,Excluded,ec7,Feature-oriented software evolution,"In this paper, we develop a vision of software evolution based on a feature-oriented perspective. From the fact that features provide a common ground to all stakeholders, we derive a hypothesis that changes can be effectively managed in a feature-oriented ...",EXCLUDED,"The article does not address software requirements and focuses on software evolution from a feature-oriented perspective, which does not directly relate to requirements in software projects using agile methodologies. This violates Exclusion Criterion EC3, which requires the study to address software requirements."
2774.0,Excluded,ec7,Virtual sandbox: adding groupware abilities to Scratch,This paper highlights shortcomings of programming environments designed for novices to be used as a collaborative tool in game design. It also addresses these issues in the context of the bad image of informatics today. This article focuses on the graphical ...,EXCLUDED,"The article does not address software requirements in software projects using agile methodologies (violates EC3). Additionally, it focuses on a programming environment for novices and collaborative game design, not on agile software development practices or methodologies, thus failing to address at least one agile methodology (violates EC7)."
76.0,Included,included,A Case Study: Introducing eXtreme Programming in a US Government System Development Project,"The US Military's ability to meet its mission critical requirements calls for increased agility in its information technology development process. The purpose of this case study is to better understand how agile principles, specifically eXtreme Programming (XP) practices, can be effectively introduced and implemented into government organizations that have historically embraced the plan-driven traditional software development environment. In particular, we studied the eXtreme Programming process to develop a new capability for USSTRATCOM's premier knowledge management system, SKIWeb. There were several lessons learned that will assist practitioners in future implementations of XP and new research questions emerged that suggest further study.",INCLUDED,"The article is written in English, addresses software requirements in a government project using eXtreme Programming (an agile methodology), and presents a case study that is a primary, qualitative research study. It does not violate any exclusion criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9) and meets all inclusion criteria (IC1, IC2, IC3, IC4)."
2004.0,Included,included,"Recognizing and responding to ""bad smells"" in extreme programming","The agile software development process called Extreme Programming (XP) is a set of best practices which, when used, promises swifter delivery of quality software than one finds with more traditional methodologies. In this paper, we describe a large software development project that used a modified XP approach, identifying several unproductive practices that we detected over its two-year life that threatened the swifter project completion we had grown to expect. We have identified areas of trouble in the entire life cycle, including analysis, design, development, and testing. For each practice we identify, we discuss the solution we implemented to correct it and, more importantly, examine the early symptoms of those poor practices (""bad smells"") that project managers, analysts, and developers need to look out for in order to keep an XP project on its swifter track.",INCLUDED,"The article addresses software requirements in the context of Extreme Programming (XP), an agile methodology, within a software development project. It does not violate any exclusion criteria: it is in English (EC1), addresses software development practices (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (XP) (EC7), and responds to research questions about identifying 'bad smells' and their solutions (EC9). It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is a primary study (IC4), and is from an industry context (IC2). Therefore, it is classified as INCLUDED."
2436.0,Excluded,ec3,"The Bold, New Extreme Programming Experiment Now in its Ninth Year","Agile success and failure stories are now plentiful and much can be learned from these experiences. Many examples cover a short duration. Our team formed over eight years ago and the core group is still together. Of the initial eight developers on the team, six remain on the team and the other two remain with the company. In our ninth year, the team and product have grown and continued to succeed working in one growing source code base. What have been the growing pains? Are we still Agile? What has changed along the way? This paper discusses some of the issues we faced and decisions made as this Agile team grew and evolved.",EXCLUDED,"The study is a narrative account of an Agile team's experience over nine years and does not address software requirements. It fails to meet Exclusion Criterion EC3, which requires the study to address software requirements."
1170.0,Included,included,Evaluating eXtreme scenario-based design in a distributed agile team,"Enterprise-level organizations, which often rely on distributed development teams, are increasingly interested in finding ways to adopt agile and usability-focused methods. Agile usability researchers at Virginia Tech have partnered with Meridium, Inc. to look at how eXtreme Scenario-based Design (XSBD), an agile usability approach developed at Virginia Tech, can be used in a distributed environment. We report on the use of this XSBD approach in a distributed team at Meridium and how it addresses the challenges of an integrated approach through streamlined usability and development practices and clearly defined communication and information sharing practices.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically eXtreme Scenario-based Design) in a distributed team setting, which satisfies IC1. It is a study conducted in industry (Meridium, Inc.) and academia (Virginia Tech), meeting IC2. The study reports on practical implementation and outcomes, indicating qualitative research (IC3), and is a primary study (IC4). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is not a draft or abstract (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses a specific agile methodology (XSBD) (EC7), and answers relevant research questions (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
2697.0,Included,included,User-centered design meets feature-driven development: An integrating approach for developing the web application myPIM,"In this paper we show how a user-centered design (UCD) method can be successfully combined with an agile software development approach, namely feature-driven development (FDD), to develop the web-based information management system myPIM. This system supports users' workflow requirements in research and teaching/learning contexts. It provides bookmark, file, and reference archives, as well as possibilities for exchanging information with colleagues and students. By describing the system and its development process we show how this combination of methodologies supported our development process to create a service that truly assists the target audience and is easy to use. Â© 2009 Springer Berlin Heidelberg.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically feature-driven development) through a user-centered design approach. It is a primary study that describes a real-world development process, not a draft, abstract, or tertiary study. It does not deal with teaching agile methods, nor does it fail to address an agile methodology or research questions. The study is written in English and meets all inclusion criteria while violating no exclusion criteria."
1159.0,Excluded,ec1,Erfolgreiches Management von Software-Projekten,Für Unternehmen der unterschiedlichsten Branchen ist hohe Produktivität und Qualität bei der Entwicklung betrieblicher Informationssysteme von strategischer Bedeutung.,EXCLUDED,"The article is written in German (not English), violating Exclusion Criterion EC1. Additionally, the abstract does not mention any software requirements or agile methodologies, failing to meet Inclusion Criterion IC1. Therefore, it is excluded."
957.0,Excluded,ec3,Controlling and monitoring agile software development in three dutch product software companies,"Agile software development governance depends on successful monitoring and control mechanisms. Software development managers generally are unaware of the complete set of monitoring and control mechanisms that are available to them, leading to uninformed decisions with unsuccessful outcomes. This paper presents a list of key process indicators and a list of interventions that software development managers require for successful governance of agile development processes. The list is based on three case studies of product software companies that have successfully developed and sold software for several decades.",INCLUDED,"The article is written in English, addresses software requirements in agile software development (specifically monitoring and control mechanisms), and is based on three case studies from industry (Dutch product software companies). It satisfies IC1 (agile software requirements), IC2 (industry setting), IC3 (qualitative research), and IC4 (primary study). It does not violate any exclusion criteria: it is not in a non-English language (EC1), it addresses software requirements (EC3), it is not incomplete or a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not focus on teaching agile methods (EC6), it addresses at least one agile methodology (implied by context of agile governance), and it answers research questions related to monitoring and control mechanisms (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
2401.0,Excluded,ec3,Tensions around the adoption and evolution of software quality management systems: a discourse analytic approach,"This paper reports some results from a project to uncover the non-technical factors that affect the adoption and evolution of software quality management systems (SQMS). The data which the paper discusses comes from interviews with people involved in the quality effort in four different companies. Our approach to data collection was to use semi-structured interviews and to encourage interviewees to talk about their experiences of quality management and software development in their own organizations. We analysed this data using discourse analysis, informed by ethnographic observation, and identified a number of themes, one of which was the tensions that exist around the adoption and evolution of SQMS. In this paper, we present and discuss our approach to discourse analysis and some results that illustrate the tensions we found. We hope, thereby, to demonstrate how software engineers may use a technique from the social sciences to better understand their own practices.",INCLUDED,"The article is written in English (IC1), addresses software quality management systems in software projects (IC1), and focuses on non-technical factors affecting their adoption and evolution, which relates to software requirements (EC3 not violated). It is based on qualitative interviews and analysis (IC3), and is a primary study (IC4). It does not deal with teaching agile methods (EC6), does not focus on a specific agile methodology (EC7), and does not present a meta-analysis or tertiary study (EC5, EC4). The study is not incomplete or a draft (EC4). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
1677.0,Included,included,MEX experience boards: a set of agile tools for user experience design,"This paper proposes the MEX Experience Boards, a set of agile modeling tools created to identify and/or design important aspects of User Experience (UX) in an interactive product. Grounded on MEX - Generic User Experience Model, it can be easily used ...",EXCLUDED,"The article addresses user experience design tools and is grounded in an agile modeling approach, but it does not explicitly address software requirements. According to Exclusion Criterion EC3, the study must address software requirements. Since the focus is on UX design rather than software requirements, the article fails to meet this criterion and is therefore excluded."
992.0,Excluded,ec3,Delta execution for efficient state-space exploration of object-oriented programs,"State-space exploration is the essence of model checking and an increasingly popular approach for automating test generation. A key issue in exploration of object-oriented programs is handling the program state, in particular the heap. Previous research has focused on standard program execution that operates on one state/heap. We present Delta Execution, a technique that simultaneously operates on several states/heaps. It exploits the fact that many execution paths in state-space exploration partially overlap and speeds up the exploration by sharing the common parts across the executions and separately executing only the ""deltas"" where the executions differ. We have implemented Delta Execution in JPF, a popular general-purpose model checker for Java programs, and in BOX, a specialized model checker that we have developed for efficient exploration of sequential Java programs. We have evaluated Delta Execution for (bounded) exhaustive exploration of ten basic subject programs without errors. The experimental results show that on average Delta Execution improves the exploration time 10.97x (over an order of magnitude) in JPF and 2.07x in BOX. We have also evaluated Delta Execution for one larger case study with errors, where the exploration time improved up to 1.43x.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on a technical technique for state-space exploration in program verification, which is unrelated to software requirements or agile development practices. Therefore, it violates Exclusion Criterion EC3."
942.0,Excluded,ec3,Computational programming technologies,Problems arising in computational programming in connection with the approaching transition to using exaflop hardware are discussed. The discussion is focused on the lifecycle of mathematical modeling and related general problems that are being solved in the course of model development. This area is (and is going to be forever) one of the main consumers of computational resources. The study of its methods and approaches makes it possible to formulate basic directions of assumed progress caused by necessity of formation of computational programming technologies.,EXCLUDED,"The article does not address software requirements in software projects using agile methodologies (violates EC3). Instead, it focuses on computational programming technologies and exaflop hardware, which is unrelated to agile software development practices. Therefore, it fails to meet the inclusion criteria and is excluded."
2511.0,Excluded,ec7,"The relevance of software documentation, tools and technologies: a survey","This paper highlights the results of a survey of software professionals. One of the goals of this survey was to uncover the perceived relevance (or lack thereof) of software documentation, and the tools and technologies used to maintain, verify and validate ...",EXCLUDED,"The article is a survey that focuses on the perceived relevance of software documentation, tools, and technologies, but it does not address software requirements in the context of agile methodologies. It fails to mention or address at least one agile methodology (EC7), and since the study does not explicitly deal with requirements in software projects using agile approaches, it violates IC1. Therefore, it is excluded."
505.0,Excluded,ec4,An empirical characterization of scientific software development projects according to the Boehm and Turner model: A progress report,"A number of recent studies reported on the success of applying agile methods in scientific software development projects. These studies found that agile methods are well suited to the exploratory, iterative, and collaborative nature of scientific inquiry. However, these findings might not be applicable in all situations pertaining to scientific software development projects. In addition, they only constitute a subset of the important factors while deciding which development methods and practices should be adopted. Therefore, it becomes important to conduct further research before making recommendations regarding the adoption of certain development methods and practices in this domain. In this progress report, we discuss our on-going research that will empirically study the characteristics of various scientific software development projects according to a model suggested by Boehm and Turner. We plan to conduct interviews and collect data from various scientific software development projects in the Baltimore-Washington area. We expect that our qualitative results will increase our understanding of the characteristics in those projects favoring plan-driven approaches or agile methods, and the needs and conditions associated with those characteristics. Our research provides guidance to scientific software developers by enhancing their capacity to evaluate and understand their own project characteristics and select effective software practices. As a long-term benefit in the same direction, our qualitative results will generate a set of hypotheses that can be tested in different project environments to better understand and categorize scientific software development projects. Consequently, in the future, more generalizable and actionable recommendations can be made for scientific software development projects.",EXCLUDED,"The article is a progress report that does not present a completed study and fails to address any specific agile methodology, violating Exclusion Criteria EC4 and EC7."
404.0,Excluded,ec4,Agile or analytic? Book reviews: Cohn versus Lavi and Kudish,"Every now and again a pair of books come on to the market offering interestingly contrasting perspectives on the same area. Since Kent Beck’s dramatic Extreme Programming burst onstage in 2000, there has been ...",EXCLUDED,"The article is a book review and does not present a study that addresses software requirements or agile methodologies in a research context. It fails to meet Inclusion Criterion IC1 (addresses requirements in software projects using agile methodologies) and is a tertiary source, violating Exclusion Criterion EC5 (study is tertiary or a meta-analysis). Therefore, it is classified as EXCLUDED."
1592.0,Excluded,ec3,Learning analytics for collaborative writing: a prototype and case study,"This paper explores the ways in which participants in writing intensive environments might use learning analytics to make productive interventions during, rather than after, the collaborative construction of written artifacts. Specifically, our ...",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criterion EC7. Additionally, it focuses on learning analytics in collaborative writing, which is unrelated to software project requirements and agile practices."
