ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A,EXPLAIN_A
2769.0,Excluded,ec3,Variance of the throughput of an N-station production line with no intermediate buffers and time dependent failures,"In this study, the variance of the throughput of an N-station production line with no intermediate buffers and time dependent failures is analytically determined. Time to failure and time to repair distributions are assumed to be exponential. The analytical method yields a closed-form expression for the variance of the throughput. The method is based on determining the limiting variance of the total residence (sojourn) time in a specific state of an irreducible recurrent Markov process from the probability of visiting that state at time t given an initial state. This probability function is the instantaneous availability of a production system in the reliability context. A production line with no interstation buffers and time-dependent failures is basically a series system with hot standby. The same procedure can be applied to determine the variance of the throughputs of various arrangements of workstations including series, parallel, series-parallel systems provided that the instantaneous availabilities of these systems can be written explicitly. Numerical experiments show that, although the expected throughput decreases monotonically, the variance of the throughput may increase and then decrease as the number of stations in the line increases depending on the system parameters. Numerical experiments that investigate this phenomenon and also the dependence of the coefficient of variation on the number of stations are also presented in this study.",EXCLUDED,"The article does not address software requirements and instead focuses on the variance of throughput in a production line with time-dependent failures, which is unrelated to software project requirements or agile methodologies. This violates Exclusion Criterion EC3, which states that the study must address software requirements."
81.0,Included,included,A cognitive perspective on software development methods: the case of extreme programming,"One of the main dilemmas with which software development teams face is how to choose a software development method that suits the team as well as the organization. This short paper suggests an approach that may help in this process. Specifically, Extreme Programming (XP) is analyzed from a cognitive perspective. We suggest that such an analysis can support software development processes.",INCLUDED,"The article addresses software development methods using Extreme Programming (XP), an agile methodology, from a cognitive perspective. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (EC7), and answers at least one research question (EC9). It meets all inclusion criteria: it focuses on software project requirements using agile methodologies (IC1), is a study (academic context) (IC2), and is a primary research study (IC4). Therefore, it is classified as INCLUDED."
638.0,Excluded,ec7,Automatic Extraction of Glossary Terms from Natural Language Requirements,"We present a method for the automatic extraction of glossary terms from unconstrained natural language requirements. The glossary terms are identified in two steps - a) compute units (which are candidates for glossary terms) b) disambiguate between the mutually exclusive units to identify terms. We introduce novel linguistic techniques to identify process nouns, abstract nouns and auxiliary verbs. The identification of units also handles co-ordinating conjunctions and adjectival modifiers. This requires solving co-ordination ambiguity and adjectival modifier ambiguity. The identification of terms among the units adapts an in-document statistical metric. We present an evaluation of our method over a real-life set of software requirements' documents and compare our results with that of a base algorithm. The intricate linguistic classification and the tackling of ambiguity result in superior performance of our approach over the base algorithm.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies, as it focuses solely on natural language requirement parsing and glossary term extraction without any reference to agile practices or processes. This violates Exclusion Criterion EC7, which requires the study to address at least one agile methodology."
1150.0,Excluded,ec7,Enriching software architecture documentation,"The effective documentation of Architectural Knowledge (AK) is one of the key factors in leveraging the paradigm shift toward sharing and reusing AK. However, current documentation approaches have severe shortcomings in capturing the knowledge of large and complex systems and subsequently facilitating its usage. In this paper, we propose to tackle this problem through the enrichment of traditional architectural documentation with formal AK. We have developed an approach consisting of a method and an accompanying tool suite to support this enrichment. We evaluate our approach through a quasi-controlled experiment with the architecture of a real, large, and complex system. We provide empirical evidence that our approach helps to partially solve the problem and indicate further directions in managing documented AK.",EXCLUDED,"The article does not address software requirements in software projects using agile methodologies, as it focuses on enriching architectural documentation with formal architectural knowledge rather than software requirements. This violates Exclusion Criterion EC3, which requires the study to address software requirements."
481.0,Excluded,ec6,An Agile Constructionist Mentoring Methodology for Software Projects in the High School,"This article describes the construction process and evaluation of the Agile Constructionist Mentoring Methodology (ACMM), a mentoring method for guiding software development projects in the high school. The need for such a methodology has arisen due ...",EXCLUDED,"The study addresses software development projects in high schools, but the focus is on mentoring in an educational context rather than software requirements. It fails to address software requirements as per EC3, thus violating the exclusion criterion."
574.0,Excluded,ec3,Application of agile method in the enterprise website backstage management system: Practices for extreme programming,"When the traditional method lacking in adapting requirement variety, some agile software development methods appears, which flexible development mechanism could control the risk that requirement variety brings. Taking Extreme Programming as an example, this paper introduces ideas, values and process practice rules of agile methods. Extreme Programming is a software development methodology that is agile and based on practice. This paper introduces the features of Extreme Programming and how to practice Extreme Programming in developing management information system, also discuss and study the advantages and disadvantages when applying Extreme Programming in small or middle sized projects with inconstant requirements.",INCLUDED,"The article addresses software requirements in agile methodologies, specifically Extreme Programming, within a software project (enterprise website backstage management system). It is a primary study that presents practical practices and discusses advantages and disadvantages of applying Extreme Programming in projects with changing requirements. The article is written in English, is not a draft, abstract, tertiary study, or teaching-focused content, and directly engages with at least one agile methodology (Extreme Programming). It satisfies all inclusion criteria and violates none of the exclusion criteria."
1846.0,Included,included,PIP: a product planning strategy for the whole family or... how we became the brady bunch,"As a small start-up company with a heavyweight client list, Sabrix found itself at a critical crossroads in its growth in the Spring of 2003. We were consuming all product development resources satisfying commitments made to existing customers, which seriously limited our ability to react to new requirements and improve our competitive edge in the market. In the face of this resource strain, we needed to add a series of smaller, plug-in type products to our existing offering. Of course, this environment required 100% focus on day-to-day tasks and tactical issues, leaving no time or energy for looking ahead. Compounding these problems were the same issues that every company faces. A lack of trust between functional groups, with Product Development on one side and Sales and Support on the other; and, very few people in the company knew what work was being done in Product Development. When stepping back from the situation, we realized that all of the problems could be grouped into three general categories - prioritization, collaboration and visibility. To improve each of these areas, we developed the Product Input and Planning (PIP) process. PIP is a cross-functional, cross-product way of building a roadmap by prioritizing work, balancing competitiveness and customer-driven requirements, and improving product-related communication in all directions within the company. The PIP Team is responsible for prioritizing and building an 18-month roadmap, focusing on the future direction of the company, while Product Management and Product Development focus on delivering the current releases. This paper is not what one would call a success story, though it unquestionably has a moral. The PIP process as described herein exists no longer. Several factors contributed to its morphing into a different kind of family. The lessons learned over the course of the lifetime of PIP, however, are applicable to almost any large-scale, cross-functional endeavor.",EXCLUDED,"The article is a narrative account of a company's experience and does not address software requirements. It fails to meet Inclusion Criterion IC1, which requires the study to address requirements in software projects using agile methodologies. Additionally, it does not describe or analyze any agile methodology, violating Exclusion Criterion EC7. The article is also not a study on software requirements, thus it does not satisfy the core focus of the evaluation."
470.0,Excluded,ec3,"Alignment of business, architecture, process, and organisation in a software development context","In this paper we investigate the current state of work regarding alignment of Business, Architecture, Process, and Organisation (BAPO) perspectives in a software product development context. We planned to do that by conducting a systematic literature study to capture the state of the art in alignment of BAPO in software development. But, as it turned out we found that almost no substantial information is available about the alignment of BAPO in software development. Thus, based on the available literature and a small qualitative study, we defined a conceptual model of the alignment of BAPO including five levels of alignment that can be used as a basis for future empirical studies.",EXCLUDED,"The study is a systematic literature review that found a lack of substantial information on BAPO alignment, and based on that, developed a conceptual model. However, it does not address software requirements directly (violates EC3). Additionally, the study focuses on alignment rather than software requirements, which means it fails to address at least one agile methodology (violates EC7). Therefore, it does not meet the inclusion criteria and is excluded."
1805.0,Excluded,ec3,Operational definition and automated inference of test-driven development with Zorro,"Test-driven development (TDD) is a style of development named for its most visible characteristic: the design and implementation of test cases prior to the implementation of the code required to make them pass. Many claims have been made for TDD: that it can improve implementation as well as design quality, that it can improve productivity, that it results in 100% coverage, and so forth. However, research to validate these claims has yielded mixed and sometimes contradictory results. We believe that at least part of the reason for these results stems from differing interpretations of the TDD development style, along with an inability to determine whether programmers actually follow whatever definition of TDD is in use. Zorro is a system designed to automatically determine whether a developer is complying with an operational definition of Test-Driven Development (TDD) practices. Automated recognition of TDD can benefit the software development community in a variety of ways, from inquiry into the “true nature” of TDD, to pedagogical aids to support the practice of test-driven development, to support for more rigorous empirical studies on the effectiveness of TDD in both laboratory and real world settings. This paper describes the Zorro system, its operational definition of TDD, the analyses made possible by Zorro, two empirical evaluations of the system, and an attempted case study. Our research shows that it is possible to define an operational definition of TDD that is amenable to automated recognition, and illustrates the architectural and design issues that must be addressed in order to do so. Zorro has implications not only for the practice of TDD, but also for software engineering “micro-process” definition and recognition through its parent framework, Software Development Stream Analysis.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies (EC3). While it discusses test-driven development (TDD), which is often associated with agile practices, the study focuses on defining and automating an operational definition of TDD rather than addressing software requirements as part of agile development. Therefore, it violates Exclusion Criterion EC3 and is classified as EXCLUDED."
1915.0,Excluded,ec4,Proceedings of the 2008 international workshop on Software Engineering in east and south europe,It is our great pleasure to welcome you to the Software Engineering in East and South Europe workshop -- SEESE'08. East and South European countries are going through a process of intensive changes and ICT plays an important role in supporting ...,EXCLUDED,"The article is a conference proceedings abstract that does not present a specific study addressing software requirements in agile methodologies. It fails to describe any research study, lacks detailed methodology, and does not address at least one agile methodology or research question, violating Exclusion Criteria EC4 and EC9."
579.0,Excluded,ec3,Application of traditional software testing methodologies to web accessibility,"The shift in nature of Web content from static documents to dynamic Rich Internet Applications (RIA) has not been accompanied by a similar shift in testing methodology. RIAs are software applications, and as such can benefit from the testing methodologies used in the field of software development. Because this shift in nature is fairly recent, traditional software testing methodology has not been given the importance it is due within the domain of accessibility. We will attempt to show the merits of Traditional Software Testing as applied to the domain of Web accessibility, and to make the case for a shift of focus from post hoc validation to proactive testing as the preferred means of assuring accessibility for Web sites and applications.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies (violates EC3). It focuses on traditional software testing methodologies in web accessibility, which is outside the scope of agile software development practices. Therefore, it fails to meet the inclusion criteria related to agile methodologies and is excluded."
89.0,Included,included,"A comparison of software cost, duration, and quality for waterfall vs. iterative and incremental development: A systematic review","The objective of this study is to present a body of evidence that will assist software project managers to make informed choices about software development approaches for their projects. In particular, two broadly defined competing approaches, the traditional ...",EXCLUDED,"The article is a systematic review, which falls under EC5 (the study is tertiary or a meta-analysis), thus violating the exclusion criterion. Therefore, it is classified as EXCLUDED."
334.0,Excluded,ec3,Adopting agile practices: an incipient pattern language,"The increasing popularity of Agile approaches to software development forces an increasing number of organizations to deal with issues of Agile adoption (and adaptation). This paper lays some groundwork for a pattern language that will facilitate the transition to agility. We introduce patterns that focus on the dynamics of adoption rather than the structure that results from adoption. To establish the desired foundation it is necessary to ""push the pattern envelope"" in terms of traditional pattern documentation format and relationships among patterns that form a pattern language.",EXCLUDED,"The article does not address software requirements directly; it focuses on a pattern language for Agile adoption dynamics, which falls under EC3 (study does not address software requirements)."
2771.0,Included,included,Vertical Slicing: Smaller is Better,"The technique of vertical slicing was introduced as a mechanism to combat our agile software development teams developing tendency toward building software in horizontal layers, building one service at a time, or grouping stories then breaking them down into layers. Those practices resulted in sprint reviews where no functionality could be demonstrated to the users and several iterations before all of the pieces were working together with useful functionality to show to users. Those habits continued when the next wave of projects with user interfaces came along. In this paper, we highlight the stories of four of our agile teams who tried vertical slicing, the challenges they faced, the victories, and the lessons learned.",EXCLUDED,"The article is a narrative account of four agile teams' experiences with vertical slicing, focusing on challenges and lessons learned. It does not address software requirements directly (violates EC3), and instead describes qualitative observations without analyzing or addressing specific software requirements in agile projects. Therefore, it fails to meet IC1, which requires addressing requirements in software projects using agile methodologies."
1148.0,Excluded,ec7,Enhancing Stakeholder Profiles to Improve Recommendations in Online Requirements Elicitation,"Requirements elicitation has long been recognized as a crucial activity in any software development project. Unfortunately, the traditional elicitation practices do not scale well when applied to larger projects, where knowledge is distributed across numerous geographically dispersed stakeholders. As a result, new distributed requirements elicitation tools have started to surface, such as online forums and wiki pages. In our previous work, we introduced a framework for supporting distributed elicitation by utilizing data mining and machine learning techniques to automatically group stakeholder ideas into forums, and by using recommender system technologies to help promote these forums to potentially interested stakeholders. The framework is designed to create an open and more inclusive environment where points of view, conflicts, interests and tradeoffs are identified as early as possible. In this paper, we present two substantial enhancements to the Recommender System component of this framework, and demonstrate through experiments how they improve the quality of the recommendations.",INCLUDED,"The article addresses software requirements in the context of agile methodologies through enhancements to a recommender system for distributed requirements elicitation, which supports stakeholder engagement in software projects. It is a primary study (not a draft, abstract, or tertiary work), conducted in an academic setting, and uses a quantitative approach to evaluate the effectiveness of the enhancements. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a meta-analysis or tertiary study (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (through distributed elicitation practices), and answers at least one research question (improving recommendation quality). All inclusion criteria are satisfied."
2651.0,Excluded,ec7,Two principles of end-user software engineering research,This paper argues the importance of two principles for end-user software engineering research. The first of these is that not all end-user developers are the same. The second is that research must be grounded in field studies of actual end-user development ...,EXCLUDED,"The article does not address software requirements and focuses on principles of end-user software engineering research rather than requirements in software projects using agile methodologies, violating Exclusion Criterion EC3."
1020.0,Excluded,ec3,Developing a theory of value-based software engineering,"This paper presents an initial ""4+1"" theory of value-based software engineering (VBSE) that builds around the stakeholder win-win Theory W, and addresses the questions of ""which values are important?"" and ""how is success assured?"" for a given software engineering enterprise. The central Theory W then draws upon four additional theories - utility theory (how important are the values?), decision theory (how do stakeholders' values determine decisions?), dependency theory (how do dependencies affect value realization?), and control theory (how to adapt to change and control value realization?).",EXCLUDED,The article does not address software requirements as it focuses on developing a theory of value-based software engineering rather than requirements in software projects using agile methodologies. This violates Exclusion Criterion EC3.
632.0,Included,included,Automated error analysis for the agilization of feature modeling,"Software Product Lines (SPL) and agile methods share the common goal of rapidly developing high-quality software. Although they follow different approaches to achieve it, some synergies can be found between them by (i) applying agile techniques to \{SPL\} activities so \{SPL\} development becomes more agile; and (ii) tailoring agile methodologies to support the development of SPL. Both options require an intensive use of feature models, which are usually strongly affected by changes on requirements. Changing large-scale feature models as a consequence of changes on requirements is a well-known error-prone activity. Since one of the objectives of agile methods is a rapid response to changes in requirements, it is essential an automated error analysis support in order to make \{SPL\} development more agile and to produce error-free feature models. As a contribution to find the intended synergies, this article sets the basis to provide an automated support to feature model error analysis by means of a framework which is organized in three levels: a feature model level, where the problem of error treatment is described; a diagnosis level, where an abstract solution that relies on Reiterâ€™s theory of diagnosis is proposed; and an implementation level, where the abstract solution is implemented by using Constraint Satisfaction Problems (CSP). To show an application of our proposal, a real case study is presented where the Feature-Driven Development (FDD) methodology is adapted to develop an SPL. Current proposals on error analysis are also studied and a comparison among them and our proposal is provided. Lastly, the support of new kinds of errors and different implementation levels for the proposed framework are proposed as the focus of our future work.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies, specifically focusing on the agilization of feature modeling in Software Product Lines (SPL). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not deal with teaching agile methods (EC6), addresses at least one agile methodology (Feature-Driven Development, FDD) (EC7), and answers at least one research question (e.g., automated error analysis support for feature models) (EC9). It meets all inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), is a research study (academia) (IC2), presents qualitative and quantitative elements (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED."
1472.0,Excluded,ec4,Index,abstract is not available,EXCLUDED,"The article lacks an abstract, violating Exclusion Criterion EC4 (study is incomplete, a draft, presentation slides, or just an abstract)."
2452.0,Excluded,ec3,The effect of moving from a plan-driven to an incremental software development approach with agile practices,"So far, only few in-depth studies focused on the direct comparison of process models in general, and between plan-driven and incremental/agile approaches in particular. That is, it ...",INCLUDED,"The article addresses software development requirements in the context of a comparison between plan-driven and agile (incremental) approaches, satisfying IC1. It is a study that evaluates a process model shift, which is relevant to agile methodologies, meeting IC7. The abstract indicates it is a comparative study, suggesting it is a primary research study, fulfilling IC4. There is no indication of language issues (EC1), it does not deal with teaching agile methods (EC6), is not a tertiary or meta-analysis (EC5), is not incomplete or a draft (EC4), and it addresses at least one agile methodology. Thus, it does not violate any exclusion criteria and meets all inclusion criteria."
90.0,Included,included,A comparison of the Essence 1.0 and SPEM 2.0 specifications for software engineering methods,In this paper we present a comparison of the draft Essence 1.0 and SPEM 2.0 specifications for software engineering methods. The comparison is based on results from the REMICS research project where we are defining an agile methodology for model-driven modernization of legacy applications to service clouds.,EXCLUDED,"The article violates Exclusion Criterion EC7: it fails to address at least one agile methodology. The paper compares Essence 1.0 and SPEM 2.0 specifications but does not detail how these specifications are applied or implemented as agile methodologies, nor does it address a specific agile methodology in practice. Additionally, the focus is on comparing specifications rather than addressing software requirements within an agile context, which fails to meet Inclusion Criterion IC1."
2244.0,Included,included,Software quality and assurance in waterfall model and XP - A comparative study,"Dealing with an increasingly volatile organizational environment is a serious challenge for managers of any software development. Traditional formal software development methodologies can be characterized as reflecting linear, sequential processes, and the related management approaches, and be effective in development software with stable, known, consistent requirements. Yet most real-world development efforts are much more likely to be conducted in more volatile environments, as organizations adapt to changing technology, markets, and social conditions. Requirements for systems must be able to change right along with them, often at ""Internet speed"" [1]. Project management approaches based on the traditional linear development methodologies are mismatched with such dynamic systems. The support of software quality in a software development process may be regarded under two aspects: first, by providing techniques, which support the development of high quality software and second, by providing techniques, which assure the required quality attributes in existing artifacts. Both approaches have to be combined to achieve effective and successful software engineering [2]. Agile methods may produce software faster but we also need to know how they meet our quality requirements. In this paper we compare the waterfall model with agile processes to show how agile methods achieve software quality under time pressure and in an unstable requirements environment, i.e. we analyze agile software quality assurance. We present a detailed waterfall model showing its software quality support processes. We then show the quality practices that agile methods have integrated into their processes. This allows us to answer the question ""Can agile methods ensure quality even though they develop software faster and can handle unstable requirements""?",EXCLUDED,"The article fails to address at least one agile methodology (EC7), as it only mentions agile processes in general without specifying any particular agile methodology. Additionally, the study compares the waterfall model with agile processes without detailing specific agile practices or methodologies, thus not meeting the requirement to address at least one agile methodology as per IC7."
1243.0,Excluded,ec3,Extreme usability: adapting research approaches for agile development,"Agile development is being adopted by many leading software companies, such as those represented by this panel. Though many instructional resources exist to guide companies through a change to Agile Development, there are few resources available on the ...",EXCLUDED,"The article is an abstract that does not present a study addressing software requirements in agile methodologies. It fails to meet Inclusion Criterion IC1 and violates Exclusion Criterion EC4 (incomplete, draft, or abstract)."
2621.0,Included,included,Towards estimating the value of an idea,"Today software industry lives in a very competitive environment and firms need to improve constantly. One way to achieve this goal can be the introduction of innovative ideas into the products, processes or services of the firms, allowing thus to increase ...",EXCLUDED,"The article does not address software requirements as stated in EC3, and the abstract focuses on innovative ideas in general without specifying any agile methodology or software project requirements. It fails to meet the inclusion criterion IC1, which requires addressing requirements in software projects using agile methodologies."
2190.0,Excluded,ec3,SMSlingshot: an expert amateur DIY case study,"This paper discusses the design process of VR/Urban's public tangible interface SMSlingshot, a real-time system for urban interventions on Media Façades, which we have exhibited in the last few years around the world. In this case study we investigate how the design collaboration between technologists and industrial designers contributed to the success of the urban intervention. The design process of this 'product' has many DIY aspects, with professional industrial designers and technologists becoming expert amateurs, often dealing with problems that pushed them outside of their professional comfort zone. Don't be afraid of being an amateur!",EXCLUDED,"The article does not address software requirements as it focuses on the design collaboration between technologists and industrial designers in a tangible interface project, which is unrelated to software project requirements. This violates Exclusion Criterion EC3."
2773.0,Excluded,ec3,Views from an organization on how agile development affects its collaboration with a software development team,"The purpose of this study is to investigate how agile development affects collaboration in an organization. Agile processes have received interest from the software development community during the last years as they address changes, such as new customer requirements or re-prioritization of development tasks, which is important to manage in software development. Most of the research published about agile processes are based on opinions from teams applying these processes. However, since software development is an activity where many parties often collaborate, it is interesting to investigate from an organizational point of view, how agile development affects collaboration between these teams and their organizations. An agile process based on extreme programming, XP, was applied by a team during eight months. The team interacted with its surrounding organization regularly. People from the organization which the team collaborated with were interviewed to understand how the use of the process affected their collaboration with the team. The results show that the interviewed people perceived an improvement of their collaboration with the team, as the team started develop software in an agile way. Â© Springer-Verlag Berlin Heidelberg 2005.",INCLUDED,"The article is written in English (EC1 not violated). It addresses software development collaboration under agile methodologies (specifically Extreme Programming, XP), which falls under software requirements in agile projects (IC1 satisfied). The study is based on interviews with organizational stakeholders, making it qualitative and primary research (IC3 and IC4 satisfied). It is not a draft, abstract, meta-analysis, or tertiary study (EC4, EC5 not violated). It does not focus on teaching agile methods (EC6 not violated) and addresses at least one agile methodology (XP) (EC7 not violated). It also answers the research question on how agile development affects collaboration (EC9 not violated). All inclusion criteria are met, and no exclusion criteria are violated."
1874.0,Included,included,Probing an agile usability process,"In this paper we describe adaptations to the classical Extreme Programming (XP) process. The approach described integrates HCI (human computer interaction) instruments. The implemented HCI instruments are: user studies, extreme personas (a variation of the personas approach), usability expert evaluations, usability tests, and automated usability evaluations. By combining XP and UCD (user centered development) processes we take advantages of both approaches.",INCLUDED,"The article addresses software requirements in agile methodologies by adapting Extreme Programming (XP) to include HCI instruments such as user studies and usability tests, thereby integrating user-centered development. It does not violate any exclusion criteria: it is in English, addresses software project requirements, is a complete study (not a draft or abstract), and focuses on an agile methodology (XP). It also meets inclusion criteria: it addresses software project requirements using agile methods, is a primary study, and is qualitative in nature."
