ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A_2,EXPLAIN_A_2
1202.0,Included,included,Experiences integrating sophisticated user experience design practices into agile processes,"Most significant software processes involve a wide range of disciplines, from programming to testing, and from documentation to database development. Unfortunately, agile processes are typically presented from the point of view of programmers, with the other disciplines often left feeling excluded and disenfranchised. One such discipline is that of user experience design (often abbreviated UED), a discipline encompassing several key specialties including user research, interface design, visual design and usability testing. UED activities span the full lifecycle of product development from early requirements analysis to construction and testing, spanning both large scale system issues and detailed components, with its work products forming key inputs and deliverables of many development activities. In this experience report, we discuss the author's coaching experiences integrating sophisticated UED practices into the agile process initiatives of several organizations. His background is initially that of a programmer and later that of an agile process coach, and we'll explore his journey understanding UED practices and how they map to popular agile processes, mainly Scrum in ""agile software development with Scrum"" by K. Schwaber and M. Beedle (2002) and extreme programming in ""extreme programming explained: embrace change"" by K. Beck (2000). We'll chronicle the teams' struggles to come to grips with the often programming centric orientation of agile processes, and their ongoing efforts to integrate their UED best practices into the incremental, collaborative world of agile processes.",INCLUDED,"The article is written in English (EC1 not violated). It addresses software requirements in the context of integrating user experience design (UED) practices into agile processes (IC1 satisfied). The study is based on the author's coaching experiences in industry, addressing real-world challenges in software development (IC2 satisfied). It is a qualitative experience report, which qualifies as qualitative research (IC3 satisfied). The study is a primary account of personal experiences and observations, making it a primary study (IC4 satisfied). It does not deal with teaching agile methods (EC6 not violated), does not fail to address an agile methodology (EC7 not violated), and answers relevant research questions about integrating UED into agile processes (EC9 not violated). No exclusion criteria are violated, and all inclusion criteria are met."
1276.0,Excluded,ec4,Food for thought,abstract is not available,EXCLUDED,"The article lacks an abstract, which violates Exclusion Criterion EC4 (the study is incomplete, a draft, presentation slides, or just an abstract). Therefore, it is excluded."
1224.0,Excluded,ec7,Extending Automated Analysis of Natural Language Use Cases to Other Languages," Natural language is the preferred form for writing use cases. While a few linguistic techniques exist that extract or validate structured information from unstructured natural language use case, they often cannot be extended beyond their primary language. Extending linguistic analysis and automated validation capabilities across multiple languages is necessary not only for widespread industrial adoption but it helps in analyzing a collection of multilingual use cases (quite frequent in multi-national projects) that need to be aggregated. We have published a UIMA (Unstructured Information Management Architecture) based linguistic engine for analyzing English use cases. In this paper, we report on extension of our linguistic technique to Japanese and effect of such an extension on the automated requirement validation suite.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on extending natural language analysis to multiple languages for use case validation, which is a technical linguistic extension rather than a study on software requirements within agile project settings. Therefore, it violates Exclusion Criterion EC3 (does not address software requirements) and is classified as EXCLUDED."
2416.0,Excluded,ec4,The 7th International Conference on eXtreme Programming and Agile Processes in Software Engineering,The proceedings contain 42 papers. The topics discussed include; agile software development in the large; effective measurement of the software process; test-driven J2EE: life outside the container; context driven agile project leadership; hands-on teaching agile development; the extreme TDD and build experience: from acceptance tests to installation kit; from concepts to cash: deliver fast; agile system testing with texttest and xusecase; expressing business rules as executable specifications; planning effectively with stories: requirements & planning made easy; agile estimating and planning; team health indicators and holistic coaching; merciless refactoring with eclipse; AOSTA-agile open source tools academy; agile development with specific languages; patterns of adopting agile development practices; users stories foe agile requirements; value stream mapping; and how to deliver on the value proposition from real life XP projects.,EXCLUDED,"The article is a conference proceedings abstract that includes a list of papers discussing various agile topics, but it does not describe a specific study that addresses software requirements in agile methodologies. It includes a paper on 'hands-on teaching agile development' (EC6), which deals with teaching agile methods, violating Exclusion Criterion EC6. Therefore, the article is excluded."
863.0,Included,included,Chapter 9 - Bridging User Stories and Software Architecture: A Tailored Scrum for Agile Architecting,"Abstract Agile architecting is a key issue to scale agile to develop large software systems. This chapter describes a set of mechanisms that make agile architecting feasible. These mechanisms are smoothly integrated in a tailored Scrum for agile architecting by (1) defining product requirements in terms of features by using feature pools and feature trees to provide the portfolio and roadmap visions of a product, (2) designing highly flexible architecture called working architecture, (3) bridging user stories and software architecture through features and design decisions as traceability mechanisms, and (4) systematically assisting agile practitioners by conducting change impact analysis of features through various iterations of the agile process. This tailored Scrum for agile architecting has been successfully put into practice to develop several projects, which have been deployed in a software factory set up in collaboration between the Technical University of Madrid (UPM) and the company Indra. In this chapter, one of these projects is used to illustrate how this tailored Scrum has been applied and how it can be adopted.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically through feature pools, feature trees, and traceability mechanisms), is written in English, is not a draft or abstract, does not deal with teaching agile methods, does not involve a meta-analysis or tertiary study, and addresses at least one agile methodology (Scrum). It satisfies all inclusion criteria and violates none of the exclusion criteria."
1006.0,Excluded,ec3,Design of a reconfigurable prognostics platform for machine tools,"For decades, researchers and practitioners have been trying to develop and deploy prognostics technologies with ad hoc and trial-and-error approaches. These efforts have resulted in limited success, due to the fact that it lacks a systematic approach and platform in deploying the right prognostics tools for the right applications. This paper introduces a methodology for designing a reconfigurable prognostics platform (RPP) which can be easily and effectively used to assess and predict the performance of machine tools. \{RPP\} can be installed on the equipment and it has the prognostic capabilities to convert the data into performance-related information. The equipment performance information can then be integrated into the enterprise asset management system for maintenance decision making through the Internet. Two industrial cases are used to validate the effectiveness of applying the \{RPP\} for different prognostic applications as well as the reconfigurable capabilities of the proposed RPP.",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criteria EC3 and EC7. It focuses on prognostics platforms for machine tools, which is outside the scope of software project requirements in agile environments."
459.0,Excluded,ec3,Agile’s Role in Developing Robust Software Competency at Precor,"Precor has a history of innovation as a leader in the fitness equipment industry. Market forces caused new technology innovations, and traditional outsourcing strategies failed to deliver on the new vision. The decision to develop these new product capabilities in-house created the need for software competency that didn't currently exist. Cost of software was historically considered “free” because it was very simple and ROI was far less than a year. Now, software is driving many business decisions and strategies. And today the software group has about 40 people. Starting a software competency in an existing business with material non-software businesses is not straightforward. Sustaining this competency requires successfully addressing challenges with the entire organization and is a long-term effort. This experience report provides a multi-year reflection and includes business decisions that drove key behaviors.",EXCLUDED,"The article is an experience report that reflects on business decisions and organizational challenges related to developing software competency, but it does not address software requirements or agile methodologies specifically. It fails to address at least one agile methodology (EC7) and does not focus on software requirements (EC3), thus violating Exclusion Criteria EC3 and EC7."
145.0,Included,included,A layer-based method for rapid software development,"A layer-based method for rapid software development is presented in this paper. It follows the guidelines suggested by Extreme Programming (XP) that require highly expressive programming languages (i.e., Java) and \{CASE\} tools. As in XP, this method addresses rapid software development for small- or medium-sized projects. Further, for effective guidance on the development, it directs the construction of system components by imposing an architecture-based concept of layered specification and construction of these components through its activities. Since the method follows the guidelines suggested by \{XP\} and supports effective guidance by a layered development of architectural components, team productivities can be greatly enhanced with less (but effective) overheads on specification work. The method uses \{UML\} and Petri nets as its modeling tool; for illustration, an example application is presented that specifies and directs the development of a software system with business-oriented Internet services.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically Extreme Programming, XP), as it presents a layer-based method for rapid software development that follows XP guidelines. It is a primary study (not a draft, abstract, or tertiary research), and it directly addresses at least one agile methodology (XP). The study is written in English, is not a meta-analysis or teaching-focused, and meets all inclusion criteria without violating any exclusion criteria."
1972.0,Included,included,Quality Attribute Driven Agile Development,"Agile development methods are being recognized as popular and efficient approaches to the development of software systems that have features such as a short delivery period and unclear requirements. They emphasize customer satisfaction, fast response to changes, and release in less time. According to a recent survey, SCRUM is one of the most popular methods that are currently being used. Some backlogs, especially high priority backlogs that are functional requirements of customers, are developed repeatedly at each sprint period. Despite the known advantages of SCRUM, however, its backlogs focus only on functional features. Thus, it is difficult to effectively reflect the softwares quality attributes. As known, the failure of a software project is caused by the non-satisfaction not of functional features but of quality attributes, such as performance, usability, and reliability. This paper introduces the ACRUM that is a quality attribute driven agile development method. The main characteristic of the proposed solution is that it is derived from values and practices of SCRUM to be compatible with the SCRUM process and to keep its agility intact. The effect of ACRUM was evaluated through an agile process evaluation checklist and applying it into a commercial project of Samsung Electronics. The results showed that ACRUM is more efficient than the legacy agile development process.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically, quality attributes like performance, usability, and reliability) and proposes a new agile method (ACRUM) derived from SCRUM. It is not written in a non-English language (EC1), does not deal with teaching agile methods (EC6), is not a tertiary or meta-analysis (EC5), is not incomplete or a draft (EC4), and addresses at least one agile methodology (SCRUM) and responds to research questions regarding the effectiveness of quality attribute-driven development. It meets all inclusion criteria: it focuses on software project requirements using agile methods, is from an industry context (Samsung Electronics), and presents a primary study with empirical evaluation. Therefore, it is classified as INCLUDED."
986.0,Included,included,Decision theoretic requirements prioritization: a two-step approach for sliding towards value realization,"Budget and schedule constraints limit the number of requirements that can be worked on for a software system and is thus necessary to select the most valuable requirements for implementation. However, selecting from a large number of requirements is a decision problem that requires negotiating with multiple stakeholders and satisficing their value propositions. In this paper I present a two-step value-based requirements prioritization approach based on TOPSIS, a decision analysis framework that tightly integrates decision theory with the process of requirements prioritization. In this two-step approach the software system is initially decomposed into high-level Minimal Marketable Features (MMFs) which the business stakeholders prioritize against business goals. Each individual MMF is further decomposed into low-level requirements/features that are primarily prioritized by the technical stakeholders. The priorities of the low-level requirements are influenced by the MMFs they belong to. This approach has been integrated into Winbook, a social-networking influenced collaborative requirements management framework and deployed for use by 10 real-client project teams for the Software Engineering project course at the University of Southern California in Fall 2012. This model allowed the clients and project teams to effectively gauge the importance of each MMF and low-level requirement and perform various sensitivity analyses and take value-informed decisions when selecting requirements for implementation.",INCLUDED,"The article addresses software requirements in the context of agile methodologies by proposing a value-based prioritization approach integrated into a collaborative requirements management framework. It meets IC1 (addresses software project requirements using agile methods), IC2 (study conducted in academia), IC3 (qualitative and quantitative elements present through deployment and analysis), and IC4 (primary study with real-world deployment). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (via collaborative and iterative prioritization), and answers at least one research question (prioritization of requirements). Therefore, it is classified as INCLUDED."
817.0,Included,included,Chapter 4 - Authoring Better User Stories,"Agile teams must excel at writing effective user stories in order to deliver quickly and accurately. Many teams find the art of writing stories hard to master. Over the decades the agile community has devised several strategies and tools to help teams learn the craft of authoring better user stories. The most basic tool is the \{INVEST\} test, where the most important elements are independent, estimate, small, and testable. There is also a simple hierarchy of epics, themes, and stories to structure the conversation when a story proves far too large. More advanced strategies involve user role modeling, vision boxes, product boards, and detailed examination of the â€œwho,â€� â€œwhat,â€� and â€œwhyâ€� of every story. Keywords agile, user story, iterative development, project management, Scrum, requirements management, requirements strategies, user roles, personas",EXCLUDED,"The article violates Exclusion Criterion EC6 (deals with teaching agile methods) and EC7 (fails to address at least one agile methodology). While it discusses user story writing and mentions Scrum, it focuses on teaching strategies and tools rather than addressing software requirements in the context of agile methodologies. It does not present a study that investigates software requirements or answer specific research questions, thus failing to meet Inclusion Criterion IC1."
378.0,Excluded,ec3,Agile development: overcoming a short-term focus in implementing best practices,"Agile development deemphasizes long-term planning in favor of short-term adaptiveness. This is a strength in a rapidly changing development environment. However, this short-term focus creates a temptation to neglect best practices that are essential to long-term success. This report outlines my experience as a software developer in a leading internet portal that thrives on agile development using SCRUM. It describes the problems that arose when best practices were ignored and how our team overcame them.",EXCLUDED,"The article is a personal experience report and does not constitute a formal study. It fails to meet Inclusion Criterion IC4 (must be a primary or secondary study) and violates Exclusion Criterion EC4 (the study is incomplete and presented as a personal report, not a formal research study)."
2291.0,Included,included,Story-wall: Supporting agile software development in a distributed context,"The majority of commercial requirements management tools tend to be costly, document-driven and used by large organizations undertaking traditional forms of software development. While they are not immediately in the spirit of the agile philosophy, which advocates live dialogue over documentation and encourages small teams of developers to do the simplest thing possible to satisfy a requirement, there are some fundamental practices supported by these tools that play a role in more agile forms of software development. This paper examines the core requirements management needs that are common to software development of all flavors, at a high level, and describes a tool concept designed to bring lightweight requirements management to the agile (predominantly XP) context. This work is based on the experiences of a globally distributed team that uses agile development practices to develop and maintain ibm.com, and on their transition from manually handling paper-based story cards to the use of first generation story management tools.",INCLUDED,"The article addresses software requirements in agile development contexts, specifically focusing on lightweight requirements management in a distributed agile environment. It is based on real-world industry experience and describes a tool concept designed for agile (XP) practices. The study is not a draft, abstract, or tertiary work; it is a primary study grounded in practical experience. It does not violate any exclusion criteria (EC1–EC9), as it is in English, addresses software requirements, is not a teaching or meta-analysis, and engages with at least one agile methodology (XP). It satisfies all inclusion criteria: it addresses software project requirements in agile contexts, is from industry, and is a primary qualitative study."
1256.0,Included,included,Feature Teams Collaboratively Building Products from READY to DONE,"In this paper we describe our Project Teampsilas journey from a process where design and planning work was performed away from development team to one where small cross-functional Feature Teams self-organized to complete design, planning, and construction within the same sprint. We introduced a process that allows User Interaction Designers and Business Analysts to work in sync with the Developers and QA Analysts within a sprint. Each member of the Feature Team is involved in getting READY, planning, executing and being DONE. By introducing this process, we observed an increase in team morale, better, more predictable results and accumulation of less debt, while at the same time maintaining a constant velocity. Our process is a deviation from the established approach where upfront work needs to be ready before starting a sprint.",INCLUDED,"The article addresses software project requirements through the implementation of Feature Teams in an agile context, focusing on collaborative processes within sprints. It does not violate any exclusion criteria: it is in English (EC1), addresses software development processes (EC3), is a complete case study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (scrum-like practices with sprints) (EC7), and answers research questions related to team morale, predictability, and debt accumulation (EC9). It meets inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is from industry practice (IC2), uses qualitative research (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED."
2286.0,Excluded,ec5,Static composition of refactorings,"The number of possible refactorings is unlimited, so no tool vendor will ever be able to provide custom refactorings for all specific user needs. Therefore, we propose a new kind of refactoring tools, which allow users to create, edit and compose required refactorings just like any other documents. The heart of such a refactoring editor is the ability to compose larger refactorings from existing ones. Computing the precondition of the composite refactoring from the preconditions of the composed refactorings is non-trivial since earlier transformations influence the truth of preconditions of later ones. The ability to calculate these effects without referring to a particular program to which the refactorings should be applied is called program-independent composition. It is the prerequisite for creating composite refactorings that are reusable on arbitrary programs. The main contribution of this paper is a formal model for automatic, program-independent composition of conditional program transformations. We show that conditional transformations, including refactorings, can be composed from a limited set of basic operations. Program-independent derivation of a precondition for the composite is based on the notion of â€œtransformation descriptionâ€�, which can be seen as a simplified, yet equally powerful, variant of Robertsâ€™ â€œpostconditionsâ€� (Practical analysis for refactoring, Ph.D. Thesis (1999)). Our approach simplifies the implementation of refactoring toolsâ€”only the basic operations and the ability for composition must be hard coded in a tool. As a proof of concept, we sketch a transformation framework that implements our approach (jConditioner) and, based on the framework, an experimental refactoring tool (ConTraCT) that includes the editing capabilities that motivated our work.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on the composition of refactorings and program-independent transformation modeling, which is unrelated to software requirements management or agile software development practices. Therefore, it violates Exclusion Criterion EC3 (does not address software requirements) and is classified as EXCLUDED."
1427.0,Excluded,ec3,Improving PSP education by pairing: an empirical study,"Handling large-sized classes and maintaining students’ involvement are two of the major challenges in Personal Software Process (PSP) education in universities. In order to tackle these two challenges, we adapted and incorporated some typical ...",EXCLUDED,"The study focuses on teaching PSP (a personal software process) and addresses teaching methods, which falls under EC6 (deals with teaching agile methods). Although it involves software requirements, the primary focus is on pedagogy rather than software requirements in agile projects."
1395.0,Included,included,How We Successfully Adapted Agile for a Research-Heavy Engineering Software Team,"In our development team at Sandia National Laboratories we have honed our Scrum processes to where we continually deliver high-performance engineering analysis software to our customers. We deliver despite non-ideal circumstances, including development work that can be categorized as exploratory research, regular use of part-time developers, team size that varies widely among Sprints, highly specialized technical skill sets and a broad range of deliverables. We believe our methodologies can be applied to many research-oriented environments such as those found in government laboratories, academic institutions and corporate research facilities. Our goal is to increase the adoption of Lean/Agile project management in these environments by sharing our experiences with those research-oriented development teams who are considering using Lean/Agile, or have started and are encountering problems. In this paper we discuss how we create and prioritize our product backlog, write our user stories, calculate our capacity, plan our Sprints, report our results and communicate our progress to customers. By providing guidance and evidence of success in these areas we hope to overcome real and perceived obstacles that may limit the adoption of Lean/Agile techniques in research-oriented development environments.",INCLUDED,"The article is written in English, addresses software requirements in a research-heavy engineering environment using agile methodologies (specifically Scrum), and describes a primary study from industry (Sandia National Laboratories). It does not violate any exclusion criteria: it is not a draft, abstract, or tertiary study; it does not focus on teaching agile methods; it addresses at least one agile methodology (Scrum); and it answers research questions related to backlog creation, user stories, capacity planning, sprint planning, and progress reporting. It meets all inclusion criteria and thus is classified as INCLUDED."
2838.0,Included,included,XP Customer Practices: A Grounded Theory,"The customer is a critical role in XP, but almost all XP practices are presented for developers by developers. While XP calls for real customer involvement, it does not explain what XP customers should do, nor how they should do it. Using grounded theory, we discovered eight customer practices used by successful XP teams: customer boot camp, customerpsilas apprentice, customer pairing, and programmerpsilas holiday support the well-being and effectiveness of customers; programmer on-site and road shows support team and organization interactions; and big picture up front and re-calibration support customers steering the whole project. By adopting these processes, XP customers and teams can work faster and more sustainably.",INCLUDED,"The article addresses software project requirements using agile methodology (XP), specifically focusing on customer practices. It is written in English, is a primary study (grounded theory), and directly addresses at least one agile methodology (XP). It does not violate any exclusion criteria: it is not in a non-English language (EC1), it addresses software requirements (EC3), it is not incomplete or a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not focus on teaching agile methods (EC6), it addresses XP (EC7), and it answers the research question about customer practices (EC9). All inclusion criteria are met."
610.0,Included,included,Assessing agile methods: An empirical study,"Agile software processes emerged to address the issue of building software on time and within the planned budget. To adopt an agile process, it is imperative to analyze and evaluate its effectiveness in supporting high quality software development while complying with stringent time constraints. In this paper we describe an agile method for Web-based application development (XWebProcess) and an experiment conducted with a group of forty senior undergraduate students to assess the quality/speed effectiveness of the proposed method vis-à-vis the effectiveness of Extreme Programming (XP). The results have shown that the process proposed is equally agile when compared to XP, moreover, surveys conducted as part of the experiment pointed out that XWebProcess is more suitable to Web development in dimensions such as requirements gathering, user interface and navigation design, and software testing, therefore leading to better quality software.",EXCLUDED,"The study involves undergraduate students and is focused on evaluating a proposed agile method (XWebProcess) in an academic setting, which falls under teaching agile methods (EC6). Therefore, it violates Exclusion Criterion EC6."
