ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A_1,EXPLAIN_A_1
724.0,Included,included,Certifying for CMM Level 2 and IS09001 with XP@Scrum,"This experience report describes the followed road of getting certified for both CMM Level 2 and ISO9001:2000 on a time scale of 2 years by using agile methodologies. We discuss why we selected the combination of extreme programming (XP) and Scrum as the base for our software development process and which ""ceremony"" we had to add in order to satisfy the requirements ofCMML2 and ISO9001. Also our major challenges at the moment are described, and the way we try to solve them. Furthermore we want to share a number of issues and experiences.",INCLUDED,"The article is written in English, addresses software requirements in a software project using agile methodologies (XP and Scrum), and discusses how agile practices were adapted to meet CMM Level 2 and ISO9001 requirements. It is not a draft, abstract, tertiary study, or teaching-focused work. It satisfies IC1 (software requirements with agile), IC2 (industry context), IC3 (qualitative research), and IC4 (primary study). It does not violate any exclusion criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9)."
478.0,Excluded,ec3,An agile approach for integration of an open source health information system,"In this paper we examine the close relationship that can be established between Agile methodologies and the FLOSS (Free-Libre Open Source Software) development model, by integrating a Health Information System (HIS) into the IT environment of an Italian hospital (a so-called software verticalization). We followed XP approach during development of new features. This approach allowed us not only to contribute to the original Open Source project, helping it to become increasingly mature, but also to evaluate in a quantitative manner the effort devoted to the international project, to the national context and to the specific health care organization.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically XP) within a healthcare software project, focusing on the integration of an open-source health information system. It is a primary study conducted in an industry context (Italian hospital), using a qualitative and quantitative approach. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (XP) (EC7), and answers relevant research questions (EC9). All inclusion criteria are satisfied."
2429.0,Included,included,The application of user stories for strategic planning,"In agile development stories are typically used to define small, independent pieces of functionality that have value for the customer. They are most often used to define requirements for future development. This paper describes a project where stories ...",EXCLUDED,"The article does not address software requirements in the context of agile methodologies as it focuses on the application of user stories for strategic planning, which is outside the scope of defining functional requirements for development. This violates Exclusion Criterion EC3: 'the study does not address software requirements'."
2054.0,Excluded,ec7,Requirements Composition Table Explained," Aspect-oriented requirements engineering (AORE) introduced an artifact called Requirements Composition Table (RCT). RCT presents a holistic view of an application's functionality structured by core features and crosscutting concerns. This artifact can effectively support various project tasks and serve as a common frame of reference for all parties on a project team. As AORE remains little-known to most practitioners in the software development field, the purpose of this paper is to explain the RCT concept to practitioners and discuss its benefits. The RCT technique has been implemented for a number of Wall Street applications at various investment banks. RCT can help us perform important project tasks and has proven to be one of the most valuable artifacts of a software project. This paper discusses the steps to develop an RCT, provides an example of how to use it to perform change impact analysis for releases, describes experiences using RCTs in practice, and discusses lessons learned on projects implementing the RCT technique.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on explaining a requirements engineering artifact (Requirements Composition Table) and its use in non-agile settings, such as Wall Street applications at investment banks, without any mention of agile practices or methodologies. This violates Exclusion Criterion EC7, which requires the study to address at least one agile methodology."
1226.0,Excluded,ec3,Extensible Prototyping for pragmatic engineering of knowledge-based systems,"Knowledge-based systems (KBSs) have been built and practically applied in various contexts for decades. Yet, they still challenge developers by their complexity: Apart from a sound knowledge base they likewise require comprehensive user interface (UI) and interaction design for supporting the task at hand optimally. However, current KBS-Engineering methodologies still mostly focus on knowledge base development, regarding UI/interaction design a more incidental, low priority task. Thus, the \{UI\} often is developed in a rather ad hoc manner, thereby neglecting the potential of experimental design and creating reusable solutions. The integration of (rapid) evolutionary prototyping activities with \{KBS\} Engineering offers the chance for incorporating UI/interaction design more prominently into the process while at the same time leveraging the overall development task; specifically, we propose Extensible Prototyping as a tailored prototyping approach and we suggest its integration with the Agile Process Model for knowledge-based systems in this paper. For practical support, we further introduce the customized prototyping and knowledge systems engineering tool ProKEt, and we report on practical experiences with applying both the approach and the tool.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies, as it focuses on UI/interaction design in knowledge-based systems and proposes a prototyping approach integrated with an agile process model, without explicitly addressing software requirements. This violates Exclusion Criterion EC3."
2358.0,Excluded,ec3,System Dynamics Modeling of Agile Continuous Delivery Process,"The popularization of agile development as well as the recent prevalence of virtualization and cloud computing has revolutionized the software delivery process- making it faster and affordable for businesses to release their software continuously. Hence, the need for a reliable and predictable delivery process for software applications. The aim of this paper is to develop a System Dynamics (SD) model to achieve a repetitive, risk-free and effortless Continuous Delivery process to reduce the perils of delayed delivery, delivery cost overrun and poor quality delivered software.",INCLUDED,"The article addresses software requirements in the context of agile continuous delivery processes using a System Dynamics model, which is a valid approach to modeling software delivery processes. It is not written in a language other than English (EC1), does not deal with teaching agile methods (EC6), does not focus on a tertiary or meta-analysis (EC5), is not incomplete or a draft (EC4), and addresses at least one agile methodology (continuous delivery). It meets IC1 (software requirements in agile projects), IC2 (academic study), IC3 (qualitative/quantitative modeling), and IC4 (primary study). No exclusion criteria are violated, and all inclusion criteria are satisfied."
784.0,Included,included,Chapter 15 - Rapid \{CD\} and Other Methodologies,"Publisher Summary It is noted that the phases of rapid contextual design can be broken up into three fundamental partsâ€”namely, requirements gathering, work or activity redesign, and user experience design. These phases effectively maps well to any corporate or agile methodology particularly for basic requirements gathering, including business case, product or system requirements gathering, and personas and user scenarios. Rapid \{CD\} can easily supplement the deliverables required for the business analysis and requirements phases of most corporate processes. Paper prototyping is widely accepted as a means of testing design ideas and refining them. However, it should be accomplished with real user cases and not the canned test scenarios of some usability testing. The core of rapid \{CD\} is getting customer data and its implications into the design process and into the minds of designer and developers. It provides the data that is needed to guide business decisions, prioritize requirements, and produce high quality user experience. It is noted that rapid \{CD\} can augment other methods also.",EXCLUDED,"The article is a chapter from a publisher summary and does not present a study that addresses software requirements in the context of agile methodologies. It lacks empirical research, does not describe a study design, and fails to address at least one research question (EC9). Additionally, it is a summary or conceptual overview rather than a primary or secondary study (EC4). Therefore, it violates EC4 and EC9, leading to exclusion."
1353.0,Included,included,Hidden skills that support phased and agile requirements engineering,"Extreme Programming (XP), the best-known agile method, solves this problem through a variety...",INCLUDED,"The article addresses software requirements in the context of agile methodologies, specifically mentioning Extreme Programming (XP). It is not written in a language other than English, is not a draft or abstract, does not deal with teaching agile methods, is not a tertiary or meta-analysis, and addresses at least one agile methodology (XP). It satisfies all inclusion criteria and violates no exclusion criteria."
440.0,Excluded,ec3,Agile software development processes in large web development enterprises,"Agile processes can be applied to any software process for effective response to changing requirements during the development process and effective communication among stakeholders. There is lack of surveys related to agile processes in large web development enterprises in the world and the current state of adoption of agile processes by large enterprises is still unknown. A survey has been conducted in this research based on questionnaire and interviews in five large Jordanian enterprises to examine the process models adopted by these enterprises, the extent to which these enterprises are using agile processes, and finally to examine the problems associated with large web applications' development. The results of this survey showed that there is a weakness in adoption of agile processes in large Jordanian enterprises and the Extreme Programming (XP) is well known agile process by the developers working in these enterprises. According to survey results, we suggested recommendations related to adoption of XP agile process in large enterprises.",INCLUDED,"The article is written in English (IC1), addresses software requirements in software projects using agile methodologies (IC1), and is based on a survey conducted in industry (IC2). It is a primary study (IC4) and uses both quantitative (survey) and qualitative (interviews) methods. It does not violate any exclusion criteria: it is not in a non-English language (EC1), it addresses software requirements (EC3), it is not incomplete or a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not focus on teaching agile methods (EC6), it addresses at least one agile methodology (Extreme Programming, EC7), and it answers research questions about adoption, process models, and associated problems (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
2779.0,Excluded,ec3,Visual data mining and analysis of software repositories,"In this article we describe an ongoing effort to integrate information visualization techniques into the process of configuration management for software systems. Our focus is to help software engineers manage the evolution of large and complex software systems by offering them effective and efficient ways to query and assess system properties using visual techniques. To this end, we combine several techniques from different domains, as follows. First, we construct an infrastructure that allows generic querying and data mining of different types of software repositories such as \{CVS\} and Subversion. Using this infrastructure, we construct several models of the software source code evolution at different levels of detail, ranging from project and package up to function and code line. Second, we describe a set of views that allow examining the code evolution models at different levels of detail and from different perspectives. We detail three views: the file view shows changes at line level across many versions of a single, or a few, files. The project view shows changes at file level across entire software projects. The decomposition view shows changes at subsystem level across entire projects. We illustrate how the proposed techniques, which we implemented in a fully operational toolset, have been used to answer non-trivial questions on several real-world, industry-size software projects. Our work is at the crossroads of applied software engineering (SE) and information visualization, as our toolset aims to tightly integrate the methods promoted by the InfoVis field into the \{SE\} practice.",EXCLUDED,"The article does not address software requirements directly; instead, it focuses on visual data mining and analysis of software repositories, which is related to software evolution and visualization rather than software requirements. This violates Exclusion Criterion EC3, which states that the study must address software requirements."
1228.0,Included,included,Extreme designing: binding sketching to an interaction model in a streamlined HCI design approach,"This paper presents a streamlined approach to human-computer interaction design called extreme designing. Extreme designing follows on the footsteps of agile methods and is analogous to extreme programming. However, it is not radically committed to ""user interface coding"" (sketching or prototyping alone), but instead proposes to combine user interface sketches with a more structured representation such as an interaction model. By doing so, it brings together the advantages of sketching and prototyping as a communication tool, and of interaction modeling as a glue that binds together the sketches to allow designers to gain a more comprehensive view of and to reflection on the interactive artifact, thus promoting a more coherent and consistent set of design decisions.",EXCLUDED,"The article does not address software requirements as it focuses on a human-computer interaction (HCI) design approach rather than software project requirements. This violates Exclusion Criterion EC3, which requires the study to address software requirements."
2792.0,Excluded,ec4,Web2SE: First Workshop on Web 2.0 for Software Engineering,"Social software is built around an ""architecture of participation"" where user data is aggregated as a side-effect of using Web 2.0 applications. Web 2.0 implies that processes and tools are socially open, and that content can be used in several different ...",EXCLUDED,"The article is a workshop abstract (Web2SE: First Workshop on Web 2.0 for Software Engineering) that does not present a study addressing software requirements in agile methodologies. It fails to describe any research study, lacks a clear research question or methodology, and is primarily a conference workshop announcement. Therefore, it violates Exclusion Criterion EC4 (study is incomplete, a draft, presentation slides, or just an abstract) and EC3 (does not address software requirements)."
2745.0,Included,included,Using prototypes in early pervasive game development,"In this paper, we discuss using various prototyping methods in early game development. We have playtested pervasive game prototypes using agile software prototype development methods and guided paper prototyping methods. We give examples of four pervasive ...",EXCLUDED,"The article does not address software requirements as it focuses on prototyping methods in game development without specifying how these methods relate to software requirements in agile projects. It also fails to address at least one agile methodology in detail, violating EC7."
2135.0,Excluded,ec3,Scrum down: a software engineer and a sociologist explore the implementation of an agile method,This paper provides an overview and position statement on the work undertaken as part of a project to explore the implementation of Scrum in the context of an interactive digital media software development company. The project is being undertaken in the Communication and Computing Research Centre at Sheffield Hallam University.,INCLUDED,"The article is written in English, addresses software requirements in the context of Scrum (an agile methodology), and explores the implementation of an agile method in a software development company. It is a primary study conducted in an academic setting, fulfilling IC1, IC2, IC3, and IC4. It does not violate any exclusion criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9), as it is not a draft, not a tertiary study, not focused on teaching agile methods, and directly addresses at least one agile methodology (Scrum) with a clear research focus."
946.0,Excluded,ec3,Confirming the influence of educational background in pair-design knowledge through experiments,"The sharing of tacit knowledge is a strategic factor for the success of software process, from a number of perspectives: training, project assimilation, and reducing noise in knowledge transfer. Pair programming is supposed to be a practice suitable for this purpose. Unfortunately, the building of tacit knowledge is determined by factors that are difficult to isolate and capture because they concern personal attitude and capability. Thus, we have focused on the possible causes forming the individual ability, that can be isolated and studied, such as the individual education background. We have applied the practice of working in pairs to the design phase. We have made an experiment and a replica in academic environment, in order to understand the relationship between the building of knowledge through the practice and the individual background. In this paper we discuss the replica and compare the results with the first experiment's ones.",EXCLUDED,"The article focuses on the influence of educational background on pair-design knowledge, which does not directly address software requirements. It addresses pair programming as a practice for knowledge sharing, but the study does not examine software requirements or how agile methodologies are applied to manage or fulfill such requirements. Therefore, it violates Exclusion Criterion EC3 (does not address software requirements), leading to classification as EXCLUDED."
431.0,Excluded,ec3,Agile software architecture,"When the Agile software development became popular in software development communities, some engineers thought that software architecture would die out. But no matter what, a software project will have an architecture, whether documented intentionally or created on the fly. Software Architecture should enable Agile development methods by itself being Agile. But how? In this paper, I will discuss my experience of doing architecture in an Agile way and in a non-Agile way. Have an architecture that follows the Agile principles is key to obtaining success in an Agile development environment.",EXCLUDED,"The article is an abstract that discusses personal experience and does not present a study that addresses software requirements in software projects using agile methodologies. It fails to meet Inclusion Criterion IC1 (addresses requirements in software projects using agile methodologies) and violates Exclusion Criterion EC4 (is incomplete, a draft, presentation slides, or just an abstract). Additionally, it does not present a study with defined research questions or methods, thus failing to address at least one research question (EC9)."
192.0,Excluded,ec3,A platform for the development of patient applications in the domain of personalized health,"Personalized health (p-health) systems can contribute significantly to the sustainability of healthcare systems, though their feasibility is yet to be proven. One of the problems related to their development is the lack of well-established development tools for this domain. As the p-health paradigm is focused on patient self-management, big challenges arise around the design and implementation of patient systems. This paper presents a reference platform created for the development of these applications, and shows the advantages of its adoption in a complex project dealing with cardio-vascular diseases.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on a reference platform for developing patient applications in personalized health, without mentioning any agile methodology or software requirements process. This violates Exclusion Criterion EC3, which states that the study must address software requirements. Therefore, the article is classified as EXCLUDED."
455.0,Included,included,Agile versus CMMI - process template selection and integration with microsoft team foundation server,"Increasingly many software development organizations must pursue at least a level 3 CMMI certification to compete in the marketplace. Not all software organizations are under this constraint, but the CMMI model offers benefit beyond just a marketing advantage. Agile methods have taken hold in many of the same organizations that stand to gain benefit from CMMI. CMMI adds some stress to the Agile approach by nature of more detailed planning and tracking. Microsoft and other software development organizations have endeavored to automate the more tedious aspects of CMMI, thus making it easier to support agile approaches within more rigid frameworks. The Microsoft Solutions Framework (MSF) initially founded on Microsoft software best practices observed internally and externally has expanded to integrate automated software configuration for team projects. The Team Foundation Server (TFS) product leverages MSF and supports both CMMI and Agile as process templates and provides tools around these templates to automate the use of either approach. In this paper, we explore how Microsoft has integrated these approaches into TFS, the rationale and implications for selecting one approach over another and how agile practices can be integrated into a CMMI framework.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies (IC1), is a study that analyzes the integration of Agile and CMMI within Microsoft Team Foundation Server (a practical industry context, satisfying IC2), and presents a qualitative analysis of process template selection and integration (satisfying IC3). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Agile) (EC7), and answers research questions related to process template selection and integration (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria, classifying it as INCLUDED."
1083.0,Excluded,ec7,Early Phase Telemedicine Requirements Elicitation in Collaboration with Medical Practitioners, ,EXCLUDED,"The article does not address software requirements in software projects using agile methodologies, as it focuses on telemedicine requirements elicitation in collaboration with medical practitioners, which falls under healthcare domain rather than software project requirements. It also does not specify any agile methodology or address software development processes, violating EC3 and EC7."
982.0,Included,included,Dealing with navigation and interaction requirements changes in a TDD-based Web engineering approach,"Web applications are well suited to be developed with agile methods. However, as they tend to change too fast, special care must be put in change management, both to satisfy customers and reduce developers load. In this paper we discuss how we deal with navigation and interaction requirements changes in a novel test-driven development approach for Web applications. We present it by indicating how it resembles and differs from ""conventional"" TDD, and showing how changes can be treated as ""first class"" objects, allowing us to automate the application changes and also to adaptively prune the test suite. Â© 2010 Springer-Verlag Berlin Heidelberg.",INCLUDED,"The article addresses software requirements in web applications using an agile methodology (test-driven development, TDD). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (TDD) (EC7), and answers relevant research questions about handling requirement changes (EC9). It meets all inclusion criteria: it addresses software project requirements using agile methods (IC1), is a research study (academia), and is qualitative/empirical (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED."
403.0,Included,included,Agile on a fixed budget,"The views of Scott W. Ambler on resources, schedule, and scope for the agile software development in a fixed budget, are discussed. He states that the quality suffers due to shortcuts and/or poor decisions made by technical staff to avoid constraints in developing a software. Developers need to work in short, time-boxed iterations delivering working software on a regular basis to complete a software development project. They also need to use working software that provides feedback of stakeholders, enabling them to determine the requirements of end-users. The use of Extreme Programming (XP), Scrum, and Agile Modeling allows stakeholders to change the requirements as the project progresses. Technical writers need to produce external documentation to develop software efficiently.",EXCLUDED,"The article is a discussion of Scott W. Ambler's views and does not present a study that addresses software requirements in agile methodologies. It fails to meet Inclusion Criterion IC3 (qualitative or quantitative research) as it is not a study but a review of opinions. Additionally, it does not provide empirical evidence or data, and thus does not satisfy IC1 (addresses requirements in software projects using agile methodologies). Furthermore, it is not a primary or secondary study but a conceptual discussion, violating IC4. Therefore, it is excluded due to lack of empirical research and failure to meet key inclusion criteria."
711.0,Excluded,ec7,Can Requirements Dependency Network Be Used as Early Indicator of Software Integration Bugs? ,"Complexity cohesion and coupling have been recognized as prominent indicators for software quality. One characterization of software complexity is the existence of dependency relationship. Moreover, degree of dependency reflects the cohesion and coupling between software elements. Dependencies on design and implementation phase have been proven as important predictors for software bugs. We empirically investigated how requirements dependencies correlate with and predict software integration bugs, which can provide early estimate regarding software quality, therefore facilitate decision making early in the software lifecycle. We conducted network analysis on requirements dependency networks of two commercial software projects. We then performed correlation analysis between network measures (e.g., degree, closeness) and number of bugs. Afterwards, bug prediction models were built using these network measures. Significant correlation is observed between most of our network measures and number of bugs. These network measures can predict the number of bugs with high accuracy and sensitivity. We further identified the significant predictors for bug prediction. Besides, the indication effect of network measures on bug number varies among different types of requirements dependency. These observations show that requirements dependency network can be used as an early indicator of software Integration bugs.",INCLUDED,"The article addresses software requirements in the context of agile methodologies indirectly through early bug prediction in software integration, which relates to software project requirements. It is a primary empirical study conducted in industry (commercial software projects), using quantitative research methods (network analysis, correlation, and model building). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile-related aspect (early quality estimation in software lifecycle), and answers at least one research question (correlation and prediction of bugs). All inclusion criteria are satisfied."
395.0,Included,included,Agile methods and requirements engineering in change intensive projects,"In this paper we discuss how well agile methods can deal with requirements related issues in change intensive projects. Five agile methods are considered: eXtreme Programming, Scrum, Crystal, Dynamic Systems Development Method and Adaptive Software Development. We analyze how well these methods implement the basic goals of requirements engineering, how they counteract or support the occurrence of requirements changes and how they cope with problems arising from changing requirements. We show that agile methods provide a valid approach for requirements related issues, but also identify their weaknesses.",INCLUDED,"The article addresses software requirements in agile methodologies (IC1), specifically in change-intensive projects, and evaluates five agile methods (eXtreme Programming, Scrum, Crystal, Dynamic Systems Development Method, and Adaptive Software Development) in relation to requirements engineering goals and change management. It is a primary study (IC4) that provides an analysis of how agile methods handle requirements changes, satisfying IC1, IC2, IC3, and IC4. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses multiple agile methodologies (EC7), and answers research questions about requirements engineering in agile contexts (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
