ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_B,EXPLAIN_B
2669.0,Excluded,ec3,"Understanding the co-evolution of institutions, technology, and organizations: the enactment of the state government portal of Puebla","Until recently, researchers and practitioners around the world thought that information technologies could by themselves transform government organizations. However, current studies show that there are complex relationships between information technologies, ...",EXCLUDED,"The article does not meet the Inclusion Criteria as it does not directly address requirements in software projects using agile methodologies. It discusses the co-evolution of institutions, technology, and organizations in the context of a state government portal, which is not specific to software project requirements or agile methodologies."
1552.0,Excluded,ec3,Is agility out there?: agile practices in game development,Game development is a very complex and multidisciplinary activity and surely the success of games as one of most profitable areas in entertainment domain could not be incidentally. The goal of this paper is to investigate if (and how) principles and ...,INCLUDED,"The article addresses software requirements in game development using agile methodologies (IC1), it's a study from the industry (assuming based on the context), and it appears to be qualitative research (assuming based on the abstract's context). There is no information suggesting it violates any exclusion criteria, and it seems to address at least one agile methodology."
2064.0,Included,included,Requirements in agile software development,"Nowadays, software organizations spend much time and resources to analyze and investigate software requirements. Thus some factors like the need to fast software delivery with a high quality, the superiority in competition with other companies, satisfying customers, considering the market dynamics, the change of customer needs, and addressing market challenges have finally led to develop agile methods as well as the requirements issue becomes one of the most important topics. As it is time consuming to define needs at one stage and impossible to spend much time in order to determine requirements completely using traditional ways in agile methods, screening and some other ways are required to identify needs in the agile method. This paper is aimed to study requirements and identify strategies of useful and useless ones to develop the software via agile methods because of the need to the software and different competitions between developers in rapid software providing perfect and with a high quality.","
Based on the provided information, the article appears to meet all the Inclusion Criteria:

• It addresses requirements in software projects using agile methodologies (IC1).
• The abstract implies it could be from either industry or academia, though not explicitly stated (IC2).
• The paper discusses strategies for identifying useful and useless requirements, which indicates a qualitative approach (IC3).
• The abstract suggests it is a primary study as it aims to study and identify strategies (IC4).

The article does not appear to violate any Exclusion Criteria:

• It is written in English (EC1).
• It does not avoid addressing software requirements; in fact, it focuses on them (EC3).
• The abstract does not indicate that the study is incomplete, a draft, presentation slides, or just an abstract (EC4).
• The abstract does not mention that it is a tertiary or meta-analysis study (EC5).
• It does not deal with teaching agile methods, but rather with applying agile methods (EC6).
• It addresses agile methodologies, thus not failing to address at least one agile",
725.0,Excluded,ec3,Challenges and industry practices for managing software variability in small and medium sized enterprises,"Software variability is an ability to change (configure, customize, extend) software artefacts (e.g. code, product, domain requirements, models, design, documentation, test cases) for a specific context. Optimized variability management can lead a software company to 1) shorter development lead time, 2) improved customer and improved user satisfaction, 3) reduced complexity of product management (more variability, same )and4)reducedcosts(samevariability,less). However, it is not easy for software companies, especially small and medium size of enterprises to deal with variability. In this paper we present variability challenges and used practices collected from five SMEs. Our study indicates that increased product complexity can lead growing SMEs to the time-consuming decision-making. Many of the analyzed medium size of companies also expect improved tool support to help them to boost their productivity when managing increasingly complex products and increasing amount of variants In fact, in many of the analysed SMEs, a high level of automation in design, release management and testing are or become a key factor for market success By introducing the challenges and used practices related to variability the paper deepens understanding of this highly relevant but relatively under-researched phenomenon and contributes to the literature on software product line engineering.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (IC2), and it's a primary study (IC4). The abstract does not indicate a violation of any exclusion criteria. It does not explicitly state that the study is written in a language other than English, fails to address software requirements, is incomplete or a draft, is a tertiary or meta-analysis, deals with teaching agile methods, fails to address at least one agile methodology, or fails to answer at least one research question. Although it is not explicitly stated whether the study is qualitative or quantitative (IC3), the qualitative nature can still be inferred from the discussion of challenges and practices. Therefore, the article meets the inclusion criteria and does not violate any exclusion criteria."
162.0,Excluded,ec3,A Methodology for Assessing Agile Software Development Methods,"Agile methods provide an organization or a team with the flexibility to adopt a selected subset of principles and practices based on their culture, their values, and the types of systems that they develop. More specifically, every organization or team implements a customized agile method, tailored to better accommodate its needs. However, the extent to which a customized method supports the organizational objectives, i.e. the `goodness' of that method, is questionable. Existing agile assessment approaches focus on comparative analyses, or are limited in scope and application. In this research, we propose a structured, systematic, and comprehensive approach to assessing the `goodness' of agile methods. We examine an agile method based on (1) its adequacy, (2) the capability of the organization to support the adopted principles and practices specified by the method, and (3) the method's effectiveness. We propose the Objectives, Principles and Practices (OPP) Framework to guide our assessment. The Framework identifies (1) objectives of the agile philosophy, (2) principles that support the objectives, (3) practices that are reflective of the principles, (4) linkages among the objectives, principles and practices, and (5) indicators for assessing the extent to which an organization supports the implementation and the effectiveness of that practice. In this paper, we discuss our solution approach, preliminary results, and future work.","
---
Given the provided information about the article titled ""A Methodology for Assessing Agile Software Development Methods,"" let's apply the step-by-step reasoning to classify it:

1. Checking for Exclusion Criteria violations:
   - EC1: The article is written in English.
   - EC3: It addresses software requirements by focusing on the assessment of agile methods in software development.
   - EC4: It is a full-text article, not a draft or abstract.
   - EC5: It is not a tertiary or meta-analysis.
   - EC6: It does not deal with teaching agile methods.
   - EC7: It does cover agile methodologies (OPP Framework).
   - EC9: It addresses research questions related to assessing the 'goodness' of agile methods.

2. Confirming Inclusion Criteria:
   - IC1: It addresses requirements in software projects using agile methodologies.
   - IC2: The article is from academia (as it appears to be a research paper).
   - IC3: It seems to be qualitative",
452.0,Included,included,Agile user centered design: enter the design studio - a case study,"In this paper we describe the merger of user centered design into agile (team) development practice as manifest in a one day design studio. Benefits and challenges to a design studio approach are discussed, and the evolution of one design using the design studio process is presented.","
Based on the provided criteria, the article ""Agile user centered design: enter the design studio - a case study"" should be classified as ""INCLUDED"". The article addresses requirements in software projects using agile methodologies (IC1), it is a case study which can be considered as a qualitative research (IC3), and it is a primary study (IC4). There is no indication that it violates any exclusion criteria. The article does not seem to be a draft, presentation slides, or just an abstract (EC4), it is not a tertiary or meta-analysis study (EC5), it does not deal with teaching agile methods (EC6), it does not fail to address any agile methodology (EC7), and it appears to answer the research question about the benefits and challenges of merging user centered design into agile development practice (EC9).

{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article meets all Inclusion Criteria: it addresses agile methodologies in software projects (IC1), it is a qualitative primary study (IC3, IC4), and it appears to answer",
2143.0,Included,included,ScrumPL: Software product line engineering with Scrum,"This paper presents the ScrumPL process, which combines the Software Product Line Engineering (SPLE) methodology and the agile method Scrum to develop Software Product Lines (SPL). This process uses the Requirements Engineering and Design sub-processes from both Domain and Application Engineering SPLE processes to create a reference architecture with reusable component descriptions. Those components are then added to a product backlog. Finally, the Scrum principles and lifecycle are launched to implement, test, change requirements and deliver products. A preliminary result is also presented: a software product line reference architecture and product backlog of an interactive TV navigation system.",INCLUDED,"The article meets all Inclusion Criteria: it addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and presents qualitative research on the ScrumPL process (IC3). It is a primary study (IC4) and does not violate any Exclusion Criteria."
1258.0,Excluded,ec7,Feature-oriented software evolution,"In this paper, we develop a vision of software evolution based on a feature-oriented perspective. From the fact that features provide a common ground to all stakeholders, we derive a hypothesis that changes can be effectively managed in a feature-oriented ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies, falls under both industry and academia, and is likely to be a primary study. The abstract suggests it is qualitative research, which meets the Inclusion Criteria. No evidence in the provided abstract indicates violation of the Exclusion Criteria."
2774.0,Excluded,ec7,Virtual sandbox: adding groupware abilities to Scratch,This paper highlights shortcomings of programming environments designed for novices to be used as a collaborative tool in game design. It also addresses these issues in the context of the bad image of informatics today. This article focuses on the graphical ...,EXCLUDED,"The article addresses software environments (specifically Scratch) and their use in game design, which aligns with the Inclusion Criterion IC1. However, it does not explicitly address software requirements in software projects using agile methodologies, as required by IC1. Additionally, the abstract suggests a focus on the graphical aspect and collaboration rather than a specific agile methodology, which could potentially violate IC7. Without further information confirming that it addresses at least one agile methodology, we must exclude it based on the available information."
76.0,Included,included,A Case Study: Introducing eXtreme Programming in a US Government System Development Project,"The US Military's ability to meet its mission critical requirements calls for increased agility in its information technology development process. The purpose of this case study is to better understand how agile principles, specifically eXtreme Programming (XP) practices, can be effectively introduced and implemented into government organizations that have historically embraced the plan-driven traditional software development environment. In particular, we studied the eXtreme Programming process to develop a new capability for USSTRATCOM's premier knowledge management system, SKIWeb. There were several lessons learned that will assist practitioners in future implementations of XP and new research questions emerged that suggest further study.","
---

Title: A Case Study: Introducing eXtreme Programming in a US Government System Development Project

Abstract: The US Military's ability to meet its mission critical requirements calls for increased agility in its information technology development process. The purpose of this case study is to better understand how agile principles, specifically eXtreme Programming (XP) practices, can be effectively introduced and implemented into government organizations that have historically embraced the plan-driven traditional software development environment. In particular, we studied the eXtreme Programming process to develop a new capability for USSTRATCOM's premier knowledge management system, SKIWeb. There were several lessons learned that will assist practitioners in future implementations of XP and new research questions emerged that suggest further study.

{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article addresses requirements in software projects using agile methodologies (IC1), it is a case study from academia (IC2), it qualitatively examines the introduction and implementation of XP practices (IC3), and it is a primary study (IC4). It does not violate any ex",
2004.0,Included,included,"Recognizing and responding to ""bad smells"" in extreme programming","The agile software development process called Extreme Programming (XP) is a set of best practices which, when used, promises swifter delivery of quality software than one finds with more traditional methodologies. In this paper, we describe a large software development project that used a modified XP approach, identifying several unproductive practices that we detected over its two-year life that threatened the swifter project completion we had grown to expect. We have identified areas of trouble in the entire life cycle, including analysis, design, development, and testing. For each practice we identify, we discuss the solution we implemented to correct it and, more importantly, examine the early symptoms of those poor practices (""bad smells"") that project managers, analysts, and developers need to look out for in order to keep an XP project on its swifter track.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it's a study from industry describing a large software development project (IC2), and it's qualitative research as it describes experiences and solutions (IC3). It doesn't fall under any exclusion criteria either; it's not written in a language other than English, it doesn't just present an abstract or a draft, it does not deal with teaching agile methods, it addresses at least one agile methodology (XP), and it answers the research question of identifying and responding to unproductive practices in XP."
2436.0,Excluded,ec3,"The Bold, New Extreme Programming Experiment Now in its Ninth Year","Agile success and failure stories are now plentiful and much can be learned from these experiences. Many examples cover a short duration. Our team formed over eight years ago and the core group is still together. Of the initial eight developers on the team, six remain on the team and the other two remain with the company. In our ninth year, the team and product have grown and continued to succeed working in one growing source code base. What have been the growing pains? Are we still Agile? What has changed along the way? This paper discusses some of the issues we faced and decisions made as this Agile team grew and evolved.",INCLUDED,"The article addresses agile methodologies in software projects, is from industry, and is a qualitative study. It does not violate any exclusion criteria and satisfies all inclusion criteria."
1170.0,Included,included,Evaluating eXtreme scenario-based design in a distributed agile team,"Enterprise-level organizations, which often rely on distributed development teams, are increasingly interested in finding ways to adopt agile and usability-focused methods. Agile usability researchers at Virginia Tech have partnered with Meridium, Inc. to look at how eXtreme Scenario-based Design (XSBD), an agile usability approach developed at Virginia Tech, can be used in a distributed environment. We report on the use of this XSBD approach in a distributed team at Meridium and how it addresses the challenges of an integrated approach through streamlined usability and development practices and clearly defined communication and information sharing practices.",INCLUDED,"The article meets all the Inclusion Criteria: it addresses requirements in software projects using agile methodologies (IC1), it is a study from academia (IC2), and it presents qualitative research (IC3). It is a primary study (IC4), and it does not violate any Exclusion Criteria: the article is written in English (EC1), it addresses software requirements (EC3), it is complete as an abstract and not a draft or slides (EC4), it is not a meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it addresses the agile methodology of XSBD (EC7), and it does not fail to answer research questions (EC9)."
2697.0,Included,included,User-centered design meets feature-driven development: An integrating approach for developing the web application myPIM,"In this paper we show how a user-centered design (UCD) method can be successfully combined with an agile software development approach, namely feature-driven development (FDD), to develop the web-based information management system myPIM. This system supports users' workflow requirements in research and teaching/learning contexts. It provides bookmark, file, and reference archives, as well as possibilities for exchanging information with colleagues and students. By describing the system and its development process we show how this combination of methodologies supported our development process to create a service that truly assists the target audience and is easy to use. Â© 2009 Springer Berlin Heidelberg.",INCLUDED,"The article addresses the use of agile methodologies in software development, seems to come from academia, implies a qualitative research approach, and likely represents a primary study as it describes a specific project and its process."
1159.0,Excluded,ec1,Erfolgreiches Management von Software-Projekten,Für Unternehmen der unterschiedlichsten Branchen ist hohe Produktivität und Qualität bei der Entwicklung betrieblicher Informationssysteme von strategischer Bedeutung.,"
Here is the reasoning based on the provided criteria:

- The article is in German, which violates EC1 (the study must be written in English).
- There is no mention of software requirements, but this does not violate EC3 as the study does address software projects.
- The abstract provided suggests that the study is complete, but without the full text, we cannot confirm EC4 (the study must not be incomplete, draft, presentation slides, or abstract alone).
- There is no indication that the study is a tertiary or meta-analysis, so EC5 is not violated.
- The abstract does not specifically mention teaching agile methods, so EC6 is not violated.
- There is no mention of a failure to address agile methodologies, so EC7 is not violated.
- There is no mention of unanswered research questions, so EC9 is not violated.

Given that the article violates the first exclusion criterion (EC1) by being in a language other than English, it should be classified as ""EXCLUDED"".

{
  ""result"": ""EXCLUDED"",
  ""ex",
957.0,Excluded,ec3,Controlling and monitoring agile software development in three dutch product software companies,"Agile software development governance depends on successful monitoring and control mechanisms. Software development managers generally are unaware of the complete set of monitoring and control mechanisms that are available to them, leading to uninformed decisions with unsuccessful outcomes. This paper presents a list of key process indicators and a list of interventions that software development managers require for successful governance of agile development processes. The list is based on three case studies of product software companies that have successfully developed and sold software for several decades.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), and it is a qualitative study based on three case studies from industry (IC2, IC3, IC4). It does not violate any exclusion criteria, such as being in a language other than English, incomplete study, tertiary research, or failing to address agile methodologies or research questions."
2401.0,Excluded,ec3,Tensions around the adoption and evolution of software quality management systems: a discourse analytic approach,"This paper reports some results from a project to uncover the non-technical factors that affect the adoption and evolution of software quality management systems (SQMS). The data which the paper discusses comes from interviews with people involved in the quality effort in four different companies. Our approach to data collection was to use semi-structured interviews and to encourage interviewees to talk about their experiences of quality management and software development in their own organizations. We analysed this data using discourse analysis, informed by ethnographic observation, and identified a number of themes, one of which was the tensions that exist around the adoption and evolution of SQMS. In this paper, we present and discuss our approach to discourse analysis and some results that illustrate the tensions we found. We hope, thereby, to demonstrate how software engineers may use a technique from the social sciences to better understand their own practices.",INCLUDED,"The article addresses software requirements using agile methodologies (IC1), it's a qualitative study from academia (IC3), and it's a primary study (IC4). It does not violate any exclusion criteria as it's written in English (EC1), it does not deal with teaching agile methods (EC6), it doesn't fail to address any agile methodology (EC7), it's not a tertiary or meta-analysis study (EC5), and it addresses the research questions by discussing the factors affecting the adoption and evolution of SQMS (EC9)."
1677.0,Included,included,MEX experience boards: a set of agile tools for user experience design,"This paper proposes the MEX Experience Boards, a set of agile modeling tools created to identify and/or design important aspects of User Experience (UX) in an interactive product. Grounded on MEX - Generic User Experience Model, it can be easily used ...","
Based on the provided criteria, the article titled ""MEX experience boards: a set of agile tools for user experience design"" is classified as ""INCLUDED"". 

This is because the article addresses requirements in software projects using agile methodologies (IC1), can be assumed to be from academia given its abstract nature (IC2), presumably qualitative research based on the description of agile modeling tools (IC3), and it seems to be a primary study as it proposes a specific set of tools (IC4). None of the exclusion criteria are violated as the article appears to be written in English (EC1), it does address agile methodologies (EC7), and there is no indication that it is incomplete, a draft, presentation slides, or just an abstract (EC4). Furthermore, it does not appear to be a tertiary or meta-analysis (EC5), does not focus solely on teaching agile methods (EC6), and there is no indication that it fails to answer a research question (EC9).

{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article meets",
992.0,Excluded,ec3,Delta execution for efficient state-space exploration of object-oriented programs,"State-space exploration is the essence of model checking and an increasingly popular approach for automating test generation. A key issue in exploration of object-oriented programs is handling the program state, in particular the heap. Previous research has focused on standard program execution that operates on one state/heap. We present Delta Execution, a technique that simultaneously operates on several states/heaps. It exploits the fact that many execution paths in state-space exploration partially overlap and speeds up the exploration by sharing the common parts across the executions and separately executing only the ""deltas"" where the executions differ. We have implemented Delta Execution in JPF, a popular general-purpose model checker for Java programs, and in BOX, a specialized model checker that we have developed for efficient exploration of sequential Java programs. We have evaluated Delta Execution for (bounded) exhaustive exploration of ten basic subject programs without errors. The experimental results show that on average Delta Execution improves the exploration time 10.97x (over an order of magnitude) in JPF and 2.07x in BOX. We have also evaluated Delta Execution for one larger case study with errors, where the exploration time improved up to 1.43x.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from academia (IC2), and is qualitative research (IC3). It is a primary study (IC4), not violating any exclusion criteria. The article does not discuss teaching agile methods (EC6), nor does it fail to address agile methodologies (EC7). It provides a clear answer to the research question of improving state-space exploration time (EC9)."
942.0,Excluded,ec3,Computational programming technologies,Problems arising in computational programming in connection with the approaching transition to using exaflop hardware are discussed. The discussion is focused on the lifecycle of mathematical modeling and related general problems that are being solved in the course of model development. This area is (and is going to be forever) one of the main consumers of computational resources. The study of its methods and approaches makes it possible to formulate basic directions of assumed progress caused by necessity of formation of computational programming technologies.,EXCLUDED,"The article does not address requirements in software projects using agile methodologies (IC1), which is a primary inclusion criterion. Furthermore, it does not specify if it is a qualitative or quantitative research (IC3), nor does it clarify if it is a primary or secondary study (IC4). Therefore, it fails to satisfy the necessary Inclusion Criteria."
2511.0,Excluded,ec7,"The relevance of software documentation, tools and technologies: a survey","This paper highlights the results of a survey of software professionals. One of the goals of this survey was to uncover the perceived relevance (or lack thereof) of software documentation, and the tools and technologies used to maintain, verify and validate ...","
Based on the provided criteria, the article ""The relevance of software documentation, tools and technologies: a survey"" is classified as ""INCLUDED"". 

The article meets all Inclusion Criteria: it addresses requirements in software projects using agile methodologies (IC1), it is a study from academia (IC2), it can be considered qualitative research as it presents survey results (IC3), and it is a primary study as it includes original survey data (IC4). It does not violate any Exclusion Criteria: it is written in English (EC1), it does not fail to address software requirements (EC3), it is not a draft, presentation slides, or abstract (EC4), it is not a tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it does not fail to address any agile methodology (EC7), and it does not fail to answer any research question as it presents results from a survey (EC9).

{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article meets all Inclusion Criteria and does not violate",
