ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_B,EXPLAIN_B
1384.0,Excluded,ec3,How to Build an Informative Workspace? An Experience Using Data Collection and Feedback,"Several works on agile methods discuss the use of team's workspace for displaying relevant information. The management of an Informative Workspace (IW) is a challenging task as it can involve many different subjects such as team adaptability, continuous reflection, workspace layout, human cognition, usability, etc. Our paper explores the IW management and it is divided in two phases. The first phase describes a data collection performed on 8 agile teams in order to identify valuable aspects on managing an IW based on their experiences. We proposed a series of suggestions to the teams in order to improve their current context using their IW and we gathered the feedbacks. This process leds to a set of seven heuristics for managing an IW. On the second phase, in order to reinforce the heuristics validity, a five point Likert scale survey was applied resulting mostly in positive evaluations. At the end of these two phases, we associate the seven proposed heuristics, when possible, to available considerations on other agile community references.",INCLUDED,"The article addresses agile methodologies in software projects, appears to be an academic study, and involves primary research through data collection and feedback, thus meeting all the inclusion criteria."
724.0,Included,included,Certifying for CMM Level 2 and IS09001 with XP@Scrum,"This experience report describes the followed road of getting certified for both CMM Level 2 and ISO9001:2000 on a time scale of 2 years by using agile methodologies. We discuss why we selected the combination of extreme programming (XP) and Scrum as the base for our software development process and which ""ceremony"" we had to add in order to satisfy the requirements ofCMML2 and ISO9001. Also our major challenges at the moment are described, and the way we try to solve them. Furthermore we want to share a number of issues and experiences.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is qualitative research (IC3), and is a primary study (IC4). It does not violate any exclusion criteria: it's written in English (EC1), focuses on software requirements (EC3), is complete (not a draft, presentation slides, or abstract - EC4), is not a tertiary or meta-analysis (EC5), does not deal with teaching agile methods (EC6), addresses agile methodologies (EC7), and answers the research question of how to get certified for both CMM Level 2 and ISO9001 using agile methodologies (EC9)."
478.0,Excluded,ec3,An agile approach for integration of an open source health information system,"In this paper we examine the close relationship that can be established between Agile methodologies and the FLOSS (Free-Libre Open Source Software) development model, by integrating a Health Information System (HIS) into the IT environment of an Italian hospital (a so-called software verticalization). We followed XP approach during development of new features. This approach allowed us not only to contribute to the original Open Source project, helping it to become increasingly mature, but also to evaluate in a quantitative manner the effort devoted to the international project, to the national context and to the specific health care organization.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is a study from academia (IC2), and it qualitatively examines the integration of an open source health information system using agile methodologies (IC3). It does not appear to be a tertiary or meta-analysis study (EC5), it does not solely focus on teaching agile methods (EC6), it does not fail to address any agile methodology as it uses the XP approach (EC7), and it answers research questions related to the effort devoted to the project in different contexts (EC9)."
2429.0,Included,included,The application of user stories for strategic planning,"In agile development stories are typically used to define small, independent pieces of functionality that have value for the customer. They are most often used to define requirements for future development. This paper describes a project where stories ...","
Evaluation:

The article ""The application of user stories for strategic planning"" fits all the Inclusion Criteria:

IC1: It addresses requirements in software projects using agile methodologies, specifically through user stories.
IC2: The context of the article suggests it's from academia.
IC3: The abstract implies a qualitative analysis of the use of user stories.
IC4: It's a primary study as it provides specific findings from a project.

The article does not violate any Exclusion Criteria:

EC1: The language of the abstract is English.
EC3: It directly addresses user stories, which are a part of software requirements in agile methodologies.
EC4: The given information is from the abstract, not incomplete or a draft.
EC5: It's neither a tertiary nor meta-analysis; it's a primary study.
EC6: It doesn't focus on teaching agile methods but rather on the application of them.
EC7: It addresses the use of a specific agile methodology (user stories) directly.
EC9: The abstract answers the research question of how user stories can",
2054.0,Excluded,ec7,Requirements Composition Table Explained," Aspect-oriented requirements engineering (AORE) introduced an artifact called Requirements Composition Table (RCT). RCT presents a holistic view of an application's functionality structured by core features and crosscutting concerns. This artifact can effectively support various project tasks and serve as a common frame of reference for all parties on a project team. As AORE remains little-known to most practitioners in the software development field, the purpose of this paper is to explain the RCT concept to practitioners and discuss its benefits. The RCT technique has been implemented for a number of Wall Street applications at various investment banks. RCT can help us perform important project tasks and has proven to be one of the most valuable artifacts of a software project. This paper discusses the steps to develop an RCT, provides an example of how to use it to perform change impact analysis for releases, describes experiences using RCTs in practice, and discusses lessons learned on projects implementing the RCT technique.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it's a study from academia (IC2), it's qualitative research (IC3), and it's a primary study (IC4). It does not violate any exclusion criteria as it's written in English (EC1), it does not fail to address software requirements (EC3), it's not incomplete, a draft, presentation slides, or just an abstract (EC4), it's not a tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it does not fail to address at least one agile methodology (EC7), and it answers the research question of explaining the RCT concept to practitioners and discussing its benefits (EC9)."
1226.0,Excluded,ec3,Extensible Prototyping for pragmatic engineering of knowledge-based systems,"Knowledge-based systems (KBSs) have been built and practically applied in various contexts for decades. Yet, they still challenge developers by their complexity: Apart from a sound knowledge base they likewise require comprehensive user interface (UI) and interaction design for supporting the task at hand optimally. However, current KBS-Engineering methodologies still mostly focus on knowledge base development, regarding UI/interaction design a more incidental, low priority task. Thus, the \{UI\} often is developed in a rather ad hoc manner, thereby neglecting the potential of experimental design and creating reusable solutions. The integration of (rapid) evolutionary prototyping activities with \{KBS\} Engineering offers the chance for incorporating UI/interaction design more prominently into the process while at the same time leveraging the overall development task; specifically, we propose Extensible Prototyping as a tailored prototyping approach and we suggest its integration with the Agile Process Model for knowledge-based systems in this paper. For practical support, we further introduce the customized prototyping and knowledge systems engineering tool ProKEt, and we report on practical experiences with applying both the approach and the tool.","
---

Based on the provided instructions, here is the JSON object representing the classification of the article:

```json
{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article addresses requirements in software projects using agile methodologies (IC1), and it is from academia (IC2). It appears to be a qualitative study focused on engineering knowledge-based systems, which aligns with IC3. Although the document type is not explicitly stated as a primary study, the detailed discussion and practical support through ProKEt tool suggest that it is not a draft, presentation slides, or just an abstract (EC4). It does not seem to be a tertiary or meta-analysis (EC5), nor does it deal with teaching agile methods (EC6); it focuses on a specific aspect of agile methodology (knowledge-based systems engineering) rather than failing to address any agile methodologies (EC7). While the review does not explicitly mention answering research questions (EC9), the comprehensive nature of the study implies that it addresses relevant questions in its domain. Therefore, the article meets the Inclusion Criteria and does not violate any Ex",
2358.0,Excluded,ec3,System Dynamics Modeling of Agile Continuous Delivery Process,"The popularization of agile development as well as the recent prevalence of virtualization and cloud computing has revolutionized the software delivery process- making it faster and affordable for businesses to release their software continuously. Hence, the need for a reliable and predictable delivery process for software applications. The aim of this paper is to develop a System Dynamics (SD) model to achieve a repetitive, risk-free and effortless Continuous Delivery process to reduce the perils of delayed delivery, delivery cost overrun and poor quality delivered software.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia with qualitative research approach (IC2, IC3), and is a primary study (IC4). It does not violate any exclusion criteria such as language, completeness, tertiary study, teaching agile methods, failure to address agile methods, or failure to answer research questions (EC1-EC9)."
784.0,Included,included,Chapter 15 - Rapid \{CD\} and Other Methodologies,"Publisher Summary It is noted that the phases of rapid contextual design can be broken up into three fundamental partsâ€”namely, requirements gathering, work or activity redesign, and user experience design. These phases effectively maps well to any corporate or agile methodology particularly for basic requirements gathering, including business case, product or system requirements gathering, and personas and user scenarios. Rapid \{CD\} can easily supplement the deliverables required for the business analysis and requirements phases of most corporate processes. Paper prototyping is widely accepted as a means of testing design ideas and refining them. However, it should be accomplished with real user cases and not the canned test scenarios of some usability testing. The core of rapid \{CD\} is getting customer data and its implications into the design process and into the minds of designer and developers. It provides the data that is needed to guide business decisions, prioritize requirements, and produce high quality user experience. It is noted that rapid \{CD\} can augment other methods also.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from academia (as it is a chapter of a book, which typically falls under academic studies) (IC2), and is qualitative in nature, discussing methodologies and their application (IC3). It is not explicitly stated to be a primary study, but the context suggests an analysis of existing methodologies, which could be considered secondary research. However, since it does not violate any exclusion criteria (EC1 to EC9), it is classified as 'INCLUDED'. The article does not deal with teaching agile methods (EC6) nor does it fail to address any agile methodology as it discusses rapid \{CD\}, which is an agile methodology (EC7). The article covers the business analysis and requirements phases of corporate processes, which answers the research question on how rapid \{CD\} can supplement these phases (EC9)."
1353.0,Included,included,Hidden skills that support phased and agile requirements engineering,"Extreme Programming (XP), the best-known agile method, solves this problem through a variety...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is a study (qualitative/quantitative) from academia, and it does not violate any of the exclusion criteria. It does not mention a language other than English, it does not discuss software requirements in a non-agile context, it is not described as incomplete, a draft, or just an abstract, it is not a tertiary or meta-analysis, it does not focus on teaching agile methods, and it does not fail to address any agile methodologies. Furthermore, it appears to answer research questions related to supporting phased and agile requirements engineering."
440.0,Excluded,ec3,Agile software development processes in large web development enterprises,"Agile processes can be applied to any software process for effective response to changing requirements during the development process and effective communication among stakeholders. There is lack of surveys related to agile processes in large web development enterprises in the world and the current state of adoption of agile processes by large enterprises is still unknown. A survey has been conducted in this research based on questionnaire and interviews in five large Jordanian enterprises to examine the process models adopted by these enterprises, the extent to which these enterprises are using agile processes, and finally to examine the problems associated with large web applications' development. The results of this survey showed that there is a weakness in adoption of agile processes in large Jordanian enterprises and the Extreme Programming (XP) is well known agile process by the developers working in these enterprises. According to survey results, we suggested recommendations related to adoption of XP agile process in large enterprises.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is based on industry research from large Jordanian enterprises (IC2), and appears to be a primary study based on the abstract provided (IC4). The research is qualitative, as it involves surveys and interviews (IC3). It does not violate any exclusion criteria: the article is written in English (EC1), it does not present a draft, slides, or just an abstract (EC4), it is not a tertiary or meta-analysis study (EC5), it does not deal with teaching agile methods (EC6), it addresses at least one agile methodology (Extreme Programming - XP) (EC7), and it answers a research question about the adoption of agile processes in large enterprises (EC9)."
2779.0,Excluded,ec3,Visual data mining and analysis of software repositories,"In this article we describe an ongoing effort to integrate information visualization techniques into the process of configuration management for software systems. Our focus is to help software engineers manage the evolution of large and complex software systems by offering them effective and efficient ways to query and assess system properties using visual techniques. To this end, we combine several techniques from different domains, as follows. First, we construct an infrastructure that allows generic querying and data mining of different types of software repositories such as \{CVS\} and Subversion. Using this infrastructure, we construct several models of the software source code evolution at different levels of detail, ranging from project and package up to function and code line. Second, we describe a set of views that allow examining the code evolution models at different levels of detail and from different perspectives. We detail three views: the file view shows changes at line level across many versions of a single, or a few, files. The project view shows changes at file level across entire software projects. The decomposition view shows changes at subsystem level across entire projects. We illustrate how the proposed techniques, which we implemented in a fully operational toolset, have been used to answer non-trivial questions on several real-world, industry-size software projects. Our work is at the crossroads of applied software engineering (SE) and information visualization, as our toolset aims to tightly integrate the methods promoted by the InfoVis field into the \{SE\} practice.",INCLUDED,"The article addresses software requirements in the context of software projects using agile methodologies (IC1), and is from academia (not specifically industry, but still qualifies). It is a primary study (not a secondary one) and is qualitative in nature. The article does not violate any exclusion criteria: it is written in English (EC1), does not focus on teaching agile methods (EC6), addresses agile methodologies (EC7), and does not fail to answer research questions (EC9)."
1228.0,Included,included,Extreme designing: binding sketching to an interaction model in a streamlined HCI design approach,"This paper presents a streamlined approach to human-computer interaction design called extreme designing. Extreme designing follows on the footsteps of agile methods and is analogous to extreme programming. However, it is not radically committed to ""user interface coding"" (sketching or prototyping alone), but instead proposes to combine user interface sketches with a more structured representation such as an interaction model. By doing so, it brings together the advantages of sketching and prototyping as a communication tool, and of interaction modeling as a glue that binds together the sketches to allow designers to gain a more comprehensive view of and to reflection on the interactive artifact, thus promoting a more coherent and consistent set of design decisions.","
Based on the provided inclusion and exclusion criteria, the article titled ""Extreme designing: binding sketching to an interaction model in a streamlined HCI design approach"" can be classified as ""INCLUDED"". This is because it meets all the inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), it is a study from academia (IC2), it can be considered qualitative research as it discusses a new approach to a design process (IC3), and it is a primary study as it presents original research findings (IC4). The article does not violate any exclusion criteria: it is written in English (EC1), it does not ignore software requirements but instead proposes a new method to better address them (EC3), it is not incomplete or a draft, but a peer-reviewed article (EC4), it is not a tertiary or meta-analysis (EC5), it does not solely focus on teaching agile methods (EC6), it does not fail to address any agile methodology but rather introduces a new one (EC7), and it addresses a research question on the effectiveness of the proposed design approach (EC9).",
2792.0,Excluded,ec4,Web2SE: First Workshop on Web 2.0 for Software Engineering,"Social software is built around an ""architecture of participation"" where user data is aggregated as a side-effect of using Web 2.0 applications. Web 2.0 implies that processes and tools are socially open, and that content can be used in several different ...",EXCLUDED,"The article 'Web2SE: First Workshop on Web 2.0 for Software Engineering' focuses on social software and the architecture of participation, which does not directly address software requirements using agile methodologies. Furthermore, it does not specify whether it is qualitative or quantitative research, a primary or secondary study, nor does it answer a research question related to agile methodologies. Hence, it fails to meet the Inclusion Criteria."
2745.0,Included,included,Using prototypes in early pervasive game development,"In this paper, we discuss using various prototyping methods in early game development. We have playtested pervasive game prototypes using agile software prototype development methods and guided paper prototyping methods. We give examples of four pervasive ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia as indicated by its publication (IC2), and discusses prototyping methods which are qualitative in nature (IC3). It is a primary study since it involves playtesting actual prototypes (IC4). It does not violate any exclusion criteria."
2135.0,Excluded,ec3,Scrum down: a software engineer and a sociologist explore the implementation of an agile method,This paper provides an overview and position statement on the work undertaken as part of a project to explore the implementation of Scrum in the context of an interactive digital media software development company. The project is being undertaken in the Communication and Computing Research Centre at Sheffield Hallam University.,INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and despite not specifying the research type, it implies a study (IC3). It is a primary study (IC4) as it discusses the implementation process of Scrum in a company. It does not violate any Exclusion Criteria: the language is English (EC1), it addresses software requirements (EC3), it is not incomplete or a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it addresses Scrum methodology (EC7), and it answers research questions about the implementation of Scrum in a software development context (EC9)."
946.0,Excluded,ec3,Confirming the influence of educational background in pair-design knowledge through experiments,"The sharing of tacit knowledge is a strategic factor for the success of software process, from a number of perspectives: training, project assimilation, and reducing noise in knowledge transfer. Pair programming is supposed to be a practice suitable for this purpose. Unfortunately, the building of tacit knowledge is determined by factors that are difficult to isolate and capture because they concern personal attitude and capability. Thus, we have focused on the possible causes forming the individual ability, that can be isolated and studied, such as the individual education background. We have applied the practice of working in pairs to the design phase. We have made an experiment and a replica in academic environment, in order to understand the relationship between the building of knowledge through the practice and the individual background. In this paper we discuss the replica and compare the results with the first experiment's ones.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and appears to be qualitative research based on the description of an experiment and comparison of results (IC3). It does not violate any exclusion criteria as it does not seem to be in a language other than English, does not address software requirements in a non-agile context, is not described as incomplete, draft, presentation slides, or abstract, does not seem to be tertiary or a meta-analysis, does not deal with teaching agile methods, appears to address agile methodology (pair programming), and does not fail to answer research questions about the influence of educational background on pair-design knowledge."
431.0,Excluded,ec3,Agile software architecture,"When the Agile software development became popular in software development communities, some engineers thought that software architecture would die out. But no matter what, a software project will have an architecture, whether documented intentionally or created on the fly. Software Architecture should enable Agile development methods by itself being Agile. But how? In this paper, I will discuss my experience of doing architecture in an Agile way and in a non-Agile way. Have an architecture that follows the Agile principles is key to obtaining success in an Agile development environment.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a qualitative study of the author's experience (IC3). It does not violate any exclusion criteria, as it is not in a language other than English (EC1), it does not deal with teaching agile methods (EC6), it is not tertiary or a meta-analysis (EC5), it does not address software requirements in a non-agile context (EC3), it is not incomplete or a draft (EC4), it does not fail to address at least one agile methodology (EC7), and it answers the research question about the role of architecture in Agile development (EC9)."
192.0,Excluded,ec3,A platform for the development of patient applications in the domain of personalized health,"Personalized health (p-health) systems can contribute significantly to the sustainability of healthcare systems, though their feasibility is yet to be proven. One of the problems related to their development is the lack of well-established development tools for this domain. As the p-health paradigm is focused on patient self-management, big challenges arise around the design and implementation of patient systems. This paper presents a reference platform created for the development of these applications, and shows the advantages of its adoption in a complex project dealing with cardio-vascular diseases.",EXCLUDED,"While the article is about a platform for the development of patient applications, it does not specifically address requirements in software projects using agile methodologies (IC1). The abstract does not mention if it's a study from industry or academia (IC2), nor does it indicate whether it's qualitative or quantitative research (IC3). It also does not clarify if it's a primary or secondary study (IC4). Therefore, it fails to satisfy all the Inclusion Criteria."
455.0,Included,included,Agile versus CMMI - process template selection and integration with microsoft team foundation server,"Increasingly many software development organizations must pursue at least a level 3 CMMI certification to compete in the marketplace. Not all software organizations are under this constraint, but the CMMI model offers benefit beyond just a marketing advantage. Agile methods have taken hold in many of the same organizations that stand to gain benefit from CMMI. CMMI adds some stress to the Agile approach by nature of more detailed planning and tracking. Microsoft and other software development organizations have endeavored to automate the more tedious aspects of CMMI, thus making it easier to support agile approaches within more rigid frameworks. The Microsoft Solutions Framework (MSF) initially founded on Microsoft software best practices observed internally and externally has expanded to integrate automated software configuration for team projects. The Team Foundation Server (TFS) product leverages MSF and supports both CMMI and Agile as process templates and provides tools around these templates to automate the use of either approach. In this paper, we explore how Microsoft has integrated these approaches into TFS, the rationale and implications for selecting one approach over another and how agile practices can be integrated into a CMMI framework.","
Based on the provided criteria and the given abstract, the article appears to meet all the inclusion criteria:

• It addresses requirements in software projects using agile methodologies (IC1).
• It is a study from industry, specifically Microsoft (IC2).
• The research appears to be qualitative in nature, discussing the integration and rationale of different methodologies (IC3).
• The paper discusses primary findings regarding Microsoft's integration of the methodologies into TFS (IC4).

The article does not violate any of the exclusion criteria:

• The paper is written in English (EC1).
• It specifically discusses agile methodologies in the context of software requirements (EC3).
• The abstract clearly indicates that this is a study, not a draft, presentation slides, or only an abstract (EC4).
• The paper is not a meta-analysis (EC5).
• It does not solely focus on teaching agile methods (EC6).
• The paper addresses at least one agile methodology, as it discusses the integration of agile practices into a CMMI framework (EC7).
• The paper provides answers to research questions",
1083.0,Excluded,ec7,Early Phase Telemedicine Requirements Elicitation in Collaboration with Medical Practitioners, ,INCLUDED,"The article likely addresses software requirements in a project using agile methodologies, given the context of telemedicine and collaboration with practitioners. It is plausible to be from academia or industry and potentially qualitative research, with an indication of primary study involvement. No clear violations of Exclusion Criteria are identified."
982.0,Included,included,Dealing with navigation and interaction requirements changes in a TDD-based Web engineering approach,"Web applications are well suited to be developed with agile methods. However, as they tend to change too fast, special care must be put in change management, both to satisfy customers and reduce developers load. In this paper we discuss how we deal with navigation and interaction requirements changes in a novel test-driven development approach for Web applications. We present it by indicating how it resembles and differs from ""conventional"" TDD, and showing how changes can be treated as ""first class"" objects, allowing us to automate the application changes and also to adaptively prune the test suite. Â© 2010 Springer-Verlag Berlin Heidelberg.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies (IC1), is from academia (assuming based on the source 'Springer-Verlag Berlin Heidelberg'), discusses a novel approach within the agile methodology (TDD) for web applications (IC1), and is presented as a study, likely a primary one given its detailed discussion of methodology (IC4). It does not violate any exclusion criteria related to language, completeness, tertiary research, agile methodology coverage, or research questions."
