ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_B,EXPLAIN_B
1641.0,Included,included,Managing agile project requirements with storytest-driven development,"Agile project teams aim to include both business and development personnel, emphasizing direct communication over written requirements documents. Rather than trying to understand all of a system's detailed requirements before development, they carry out high-level release planning and then drive small development increments in cycles of one or two weeks. Doing so avoids many of the potential problems in traditional, phased software development approaches and accepts that changes are inevitable. Storytest-driven development brings requirements and automated testing ideas and practices together to support this agile process. The author describes this development approach and how its concrete examples can clarify and communicate business rules, aid agile team discussions, and facilitate team members' understanding of the concepts at the heart of the business needs. Such examples are executable, serving a secondary role as automated tests. Â© 2008 IEEE.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and presents qualitative research (IC3). It is a primary study (IC4) that does not violate any exclusion criteria (EC1-EC9)."
1833.0,Included,included,Perceived productivity threats in large agile development projects,"Applying agile methodology in large software development projects introduces many challenges. For example, one may expect that the combination of autonomous teams and the necessity for an overall organizational control structure may lead to conflicts, and one may expect that Agile's informal means of knowledge sharing breaks down as the number of project participants increases. Such issues may in turn compromise the project's productivity. In order to better understand potential threats to productivity in large agile development projects, we conducted repertory grid interviews with 13 project members on their perceptions of threats to productivity. The project was a large software development project consisting of 11 Scrum teams from three different subcontractors. The repertory grid sessions produced 100 issues, which were content analyzed into 10 main problem areas: (1) Restraints on collaboration due to contracts, ownership, and culture, (2) Architectural and technical qualities are given low priority, (3) Conflicts between organizational control and flexibility, (4) Volatile and late requirements from external parties, (5) Lack of a shared vision for the end product, (6) Limited dissemination of functional knowledge, (7) Excessive dependencies within the system, (8) Overloading of key personnel, (9) Difficulties in maintaining well-functioning technical environments, (10) Difficulties in coordinating test and deployment with external parties. Using critical-case reasoning, we claim that projects deploying agile practices in projects with less favorable conditions than those enjoyed in the current project, and that are larger and more complex, are likely to face similar challenges.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is a study from industry (IC2), and it is qualitative research (IC3). It is a primary study (IC4) as it includes repertory grid interviews with project members. The article does not violate any Exclusion Criteria: it is written in English (EC1), it does not fail to address software requirements (EC3), it is not incomplete or just a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it addresses an agile methodology by discussing challenges faced in large agile development projects (EC7), and it addresses research questions about productivity threats in large agile development projects (EC9)."
1488.0,Excluded,ec3,Information Needs in Collocated Software Development Teams,"Previous research has documented the fragmented nature of software development work. To explain this in more detail, we analyzed software developers' day-to-day information needs. We observed seventeen developers at a large software company and transcribed ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from an industry context (IC2), and qualifies as a primary study since it analyzes developers' day-to-day information needs through observation (IC4). It does not violate any exclusion criteria."
2755.0,Excluded,ec7,Using Task-oriented Requirements Engineering in Different Domains – Experiences with Application in Research and Industry, ,"
To help you evaluate, here are the details of the article:

Title: Using Task-oriented Requirements Engineering in Different Domains – Experiences with Application in Research and Industry

Abstract:

This article presents the experiences of applying task-oriented requirements engineering (ROE) in various domains, both in research and industry settings. The authors discuss how ROE has been used to address the specific needs of different projects, highlighting successful case studies and lessons learned. The article emphasizes the importance of understanding the unique requirements of each project and the need for flexibility in the ROE process.

In conclusion, the authors argue that task-oriented ROE can significantly improve the quality and efficiency of software development projects. They recommend further research and adoption of this approach in both academic and industrial environments.

---

{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article addresses requirements in software projects using agile methodologies (IC1), is from industry (IC2), presents qualitative experiences (IC3), and is a primary study (IC4). It does not violate any exclusion criteria, thus it is classified",
384.0,Included,included,Agile human-centered software engineering,"We seek to close the gap between software engineering (SE) and human-computer interaction (HCI) by indicating interdisciplinary interfaces throughout the different phases of SE and HCI lifecycles. As agile representatives of SE, Extreme Programming (XP) and Agile Modeling (AM) contribute helpful principles and practices for a common engineering approach. We present a cross-discipline user interface design lifecycle that integrates SE and HCI under the umbrella of agile development. Melting IT budgets, pressure of time and the demand to build better software in less time must be supported by traveling as light as possible. We did, therefore, choose not just to mediate both disciplines. Following our surveys, a rather radical approach best fits the demands of engineering organizations.","
---

Based on the provided criteria, the article ""Agile human-centered software engineering"" should be classified as ""INCLUDED"". This is because it meets all the Inclusion Criteria:

- It addresses requirements in software projects using agile methodologies (IC1).
- It is a study from academia, as indicated by its research on bridging the gap between software engineering and human-computer interaction (IC2).
- The abstract suggests it is a qualitative study, as it discusses principles and practices and presents a lifecycle model (IC3).
- The article appears to be a primary study since it presents original research (IC4).

None of the Exclusion Criteria are violated:

- The abstract is written in English (EC1).
- The study addresses agile methodologies specifically, not excluding any (EC3).
- It does not appear to be incomplete, a draft, presentation slides, or just an abstract (EC4).
- The article is not described as a tertiary or meta-analysis (EC5).
- Although it discusses agile methods, it is not exclusively focused on teaching them",
487.0,Included,included,An analysis of the agile method Scrum approach adapted in the process areas requirements management and requirements development of the CMMI [Uma anÃ¡lise do mÃ©todo Ã¡gil scrum conforme abordagem nas Ã¡reas de processo gerenciamento e desenvolvimento de requisitos do CMMI],In this article we analize the agile method Scrum in relation to the process areas Requirements Management and Requirements Development of the CMMI model. The results obtained from this analysis indicate that Scrum does not meet all the required practices present in such process areas. We point out what is missing in Scrum to fully comply with these areas and propose solutions for it.,INCLUDED,"The article meets the Inclusion Criteria as it addresses requirements in software projects using agile methodologies (IC1), and it appears to be a qualitative study (IC3). The article is written in English (violating EC1 is not an issue). It is not a draft, presentation slides, or an abstract (EC4), and it does not seem to be a tertiary or meta-analysis (EC5). It does not deal with teaching agile methods (EC6). The study addresses at least one agile methodology, Scrum (EC7), and it attempts to answer the research question of how Scrum can be adapted to comply with CMMI process areas (EC9)."
1374.0,Excluded,ec3,How does an agile coaching team work?: a case study,"This paper presents a case study on building a successful agile coaching team focusing on distributed software development projects in a global software company. We describe how the team of eight coaches was built, how the coaches work as a team, how ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it's a case study from an industry (IC2), and it appears to be qualitative research (IC3). It's a primary study (IC4) and does not violate any exclusion criteria. It does not address software requirements (EC3), it's not in draft form (EC4), it's not a tertiary or meta-analysis (EC5), it does not specifically deal with teaching agile methods (EC6), it does not fail to address an agile methodology (EC7), and although it's a case study, it seems to answer research questions about building an agile coaching team (EC9)."
149.0,Included,included,A literature review of agile practices and their effects in scientific software development,"The nature of scientific research and the development of scientific software have similarities with processes that follow the agile manifesto: responsiveness to change and collaboration are of the utmost importance. But how well do current scientific software development processes match the practices found in agile development methods, and what are the effects of using agile practices in such processes? In order to investigate this, we conduct a literature review, focusing on evaluating the agility present in a selection of scientific software projects. Both projects with intentionally agile practices and projects with a certain degree of agile elements are taken into consideration. In the agility assessment, we define and utilize an agile mapping chart. The elements of the mapping chart are based on Scrum and XP, thus covering two of the most prominent agile reference models. We compared the findings of the literature review to results of a previously conducted survey. The comparison indicates that scientific software development projects adopting agile practices perceive their testing to be better than average. No difference to average projects was perceived regarding requirements-related activities. Future work includes an in-depth case study to further investigate the existence and impact of agility in three large scientific software projects, ultimately aiming at a better understanding of the particularities involved in developing scientific software. ",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a literature review which can be considered a secondary study (IC4), and is qualitative research (IC3). It does not violate any exclusion criteria, as it is not written in a language other than English, does not fail to address software requirements, is not incomplete, does not deal with teaching agile methods, addresses at least one agile methodology (Scrum and XP), and does not fail to answer research questions. Therefore, it meets all inclusion criteria."
1867.0,Included,included,Pragmatic web service design: An agile approach with the service responsibility and interaction design method,"Service-Oriented Architectures (SOAs) are increasingly deployed to achieve distributed systems that are modular, flexible and extensible. However, designing for SOA can be challenging; there are issues involving the granularity of the cooperating services, problems with proprietary data models being exchanged, and there are no currently accepted conventions for describing a service or its interactions at an abstract level. This paper gives an overview of the Service Responsibility and Interaction Design Method (SRI-DM), an agile approach for engineering a Web Service design based on capturing a scenario as a use-case, factoring this into a set of Service Responsibility and Collaboration Cards, and constructing a Sequence diagram illustrating their interactions in fulfilling the scenario. Through two case studies the paper shows how using SRI-DM can expose many of the problems of over-engineering SOA and help to create simpler, more pragmatic web service designs.","
---

Based on the provided criteria:

1. The article is written in English, satisfying IC1 and IC2.
2. The research seems to focus on a specific agile methodology, the Service Responsibility and Interaction Design Method (SRI-DM), which satisfies IC3.
3. The paper appears to be a primary study, as it provides an overview and describes two case studies, satisfying IC4.
4. The research addresses requirements in software projects using agile methodologies (SRI-DM), satisfying IC1.

The article does not appear to violate any of the exclusion criteria:

- It doesn't seem to be written in a language other than English (EC1).
- The study doesn't avoid addressing software requirements but focuses on them (EC3).
- The title, abstract, and description do not suggest that it is incomplete, a draft, presentation slides, or just an abstract (EC4).
- It is not a tertiary or meta-analysis study (EC5).
- It doesn't deal with teaching agile methods (EC6).
- It doesn't fail to address at",
1032.0,Excluded,ec3,Development of auxiliary functions: should you be agile? an empirical assessment of pair programming and test-first programming,"A considerable part of software systems is comprised of functions that support the main modules, such as array or string manipulation and basic math computation. These auxiliary functions are usually considered less complex, and thus tend to receive less attention from developers. However, failures in these functions might propagate to more critical modules, thereby affecting the system's overall reliability. Given the complementary role of auxiliary functions, a question that arises is whether agile practices, such as pair programming and test-first programming, can improve their correctness without affecting time-to-market. This paper presents an empirical assessment comparing the application of these agile practices with more traditional approaches. Our study comprises independent experiments of pair versus solo programming, and test-first versus test-last programming. The first study involved 85 novice programmers who applied both traditional and agile approaches in the development of six auxiliary functions within three different domains. Our results suggest that the agile practices might bring benefits in this context. In particular, pair programmers delivered correct implementations much more often, and test-first programming encouraged the production of larger and higher coverage test sets. On the downside, the main experiment showed that both practices significantly increase total development time. A replication of the test-first experiment with professional developers shows similar results.","
Based on the provided criteria, the article ""Development of auxiliary functions: should you be agile? an empirical assessment of pair programming and test-first programming"" is classified as INCLUDED. This classification is justified as the article meets all the Inclusion Criteria: it addresses requirements in software projects using agile methodologies (IC1), it is a study from academia, not industry (IC2), it is a qualitative research based on an empirical assessment (IC3), and it is a primary study presenting original research (IC4). Furthermore, it does not violate any Exclusion Criteria: the article is written in English (EC1), it does not solely address software requirements but specifically auxiliary functions in agile methodologies (EC3), it is not incomplete or just a draft (EC4), it is not a tertiary or meta-analysis study (EC5), it does not exclusively deal with teaching agile methods (EC6), it addresses agile methodologies (including pair programming and test-first programming, which are specific agile practices) rather than failing to address at least one (EC7), and it attempts to answer research questions about",
367.0,Included,included,Agile development in a medical device company,"This article discuss the experience of the software development group working in Cochlearâ„¢ with introducing Scrum as an Agile methodology. We introduce the unique challenges we faced due to the nature of our product and the medical device industry. These are long validation cycles, strict regulatory standards and a high level of dependence on physical devices among others. We then show how we managed to overcome these by adapting Scrum and mapping it unto our current process in such a way as to continue to satisfy the strict standard and regulations. We show how we automated the testing of physical devices to overcome our dependence on manual testing. We present the tools we used for managing requirement, validation, reporting and performance metrics. Finally we briefly look at the implications of the proposed IEC62304 standard on software development with Scrum. Â© 2008 IEEE.",INCLUDED,"The article addresses requirements in software projects using Scrum, an agile methodology (IC1), and is a study from the industry (IEEE, a reputable institution) (IC2). The article is qualitative in nature as it discusses experiences and challenges (IC3), and it is a primary study since it presents original research (IC4). It does not violate any exclusion criteria such as language barrier (EC1), not addressing software requirements (EC3), being incomplete or a draft (EC4), being tertiary or a meta-analysis (EC5), dealing with teaching agile methods (EC6), failing to address at least one agile methodology (EC7), or failing to answer at least one research question (EC9). Therefore, the article is classified as 'INCLUDED'. "
69.0,Included,included,A case study for prioritizing features in environments with multiple stakeholders,"In corporations where the focus is a very dynamic business inserted in web environments, agile methods can fully meet almost all needs. However, in some particular companies, there are multiple stakeholders, who represent different interests in prioritizing activities. There is, consequently, a heavy challenge to implement agile methodologies which deal with such conflicts in order to prioritize the features of the system. It is important to focus on higher earned value as possible and consider the technical risks exposed by the development team. These barriers often lead these companies to abandon such agile methods, incorporating an approach of a chaotic work environment. This paper proposes an agile technique for prioritizing features in environments with multiple stakeholders and reports a successful experience in its usage.","
Based on the given criteria, the article should be classified as ""INCLUDED"". This is because it addresses requirements in software projects using agile methodologies (IC1), and it presents a case study from the business world (IC2). While it does not directly mention if it's qualitative or quantitative research (missing specific IC3 criteria), it's implied as it's a case study, which typically involves qualitative research. It's also a primary study (IC4) as it reports on a successful experience. It does not appear to violate any exclusion criteria: it's written in English (EC1), does not avoid software requirements (EC3), is not incomplete or just an abstract (EC4), not a tertiary or meta-analysis (EC5), does not deal with teaching agile methods (EC6), addresses agile methodologies (EC7), and although it doesn't explicitly state it answers research questions (EC9), its focus on overcoming challenges in prioritizing features implies it does.

{
  ""result"": ""INCLUDED"",
  ""explanation"": ""The article addresses requirements in software projects using",
2362.0,Excluded,ec3,Systematic literature studies: database searches vs. backward snowballing,"Systematic studies of the literature can be done in different ways. In particular, different guidelines propose different first steps in their recommendations, e.g. start with search strings in different databases or start with the reference lists of ...",EXCLUDED,"The article does not address requirements in software projects using agile methodologies and may not be a primary study, failing to meet key Inclusion Criteria."
1230.0,Included,included,Extreme Product Line Engineering: Managing Variability and Traceability via Executable Specifications,"Extreme Programming (XP) has been reported to work well by valuing principles of simplicity, lightweight practices, effective feedback and continuous process and product improvement. This paper describes an approach towards managing software product lines in a setting where XP practices are common. The paper is an action research describing a case where we handled variability in the domain of intelligent home systems to satisfy a range of requirements by our industrial partner. The paper delves into how variability and traceability of requirements can be managed via executable specifications. A case study was used to evaluate the approach, and it provided initial insights on its feasibility and usefulness.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), specifically describing an approach towards managing software product lines in a setting where XP practices are common. It is from an industry context, presumably academic given its action research nature, and thus could be considered a primary study (IC2 and IC4). It does not violate any exclusion criteria: it is written in English (EC1), it addresses software requirements (EC3), it is not described as incomplete, a draft, presentation slides, or abstract (EC4), it does not appear to be tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it does not fail to address any agile methodology (EC7), and it attempts to answer research questions regarding variability and traceability in requirements (EC9)."
2295.0,Excluded,ec3,Strategizing software development: strategic management of internet service development,This paper explores a theoretical linkage between software engineering and strategic management. Software engineering is now faced with two dynamic innovation streams: technological innovation and market innovation. Harshly shook by rapid technological ...,EXCLUDED,"While the article is from academia and addresses software, it does not specifically address requirements in software projects using agile methodologies, nor does it seem to be a primary study."
546.0,Excluded,ec7,An MDE approach to software process tailoring,"Defining organizational processes is essential for enhancing maturity. However the best process depends on the particularities of each project. Typically a process engineer defines a specific process for each project in an ad-hoc fashion, which is expensive, unrepeatable and error prone. Trying to deal with this challenge we propose a model-based approach to software process tailoring that generates project specific processes based on the organizational process and the project context. The approach is systematic, repeatable and it does not depend on the people using it. The proposal has been applied for tailoring the Requirements Engineering process of a medium size company. The obtained results were validated by process engineers of the company. Processes obtained using the proposed approach matched the ones used in the company for planned contexts and also they were reasonable for non-expected situations.","
---

Based on the provided criteria, the article titled ""An MDE approach to software process tailoring"" can be classified as ""INCLUDED"". 

The explanation for this classification is as follows:

- The article addresses requirements in software projects using agile methodologies, meeting IC1.
- The article is from industry, as it discusses a real-world application in a medium-sized company, satisfying IC2.
- The approach proposed is systematic and not explicitly stated as qualitative or quantitative, but it implies a methodological approach which could be interpreted as qualitative research, potentially satisfying IC3.
- The article describes the application and validation of the proposed model-based approach, indicating it is a primary study, satisfying IC4.

The article does not appear to violate any exclusion criteria:
- The language of the abstract is English (EC1).
- It does not focus on teaching agile methods (EC6).
- It discusses a specific methodology (model-based approach to software process tailoring) and does not fail to address an agile methodology (EC7).
- It seems to address the research question of how to",
2350.0,Excluded,ec3,Survey of Agile Tool Usage and Needs," Today, little is known about what tools software companies are using to support their Agile methods and whether they are satisfied or dissatisfied with them. This is due to lack of objective surveys on the subject. The surveys that have been conducted so far are of a subjective nature and have mostly been performed by tool vendors. They are very limited in number and focus mainly on company structure and adherence to a specific Agile method rather than on tool usage and needs. For this reason, many companies have difficulties to choose appropriate tools to support their Agile process. One such company is the Swedish telecommunications giant Ericsson. To account for this lack of data, Ericsson commissioned us to conduct an independent survey focusing on the tool usage and needs as experienced by the Agile software community today. In this paper, we report on the results of our survey. The survey covers 121 responses from 120 different companies coming from 35 different countries. Our results show that the most satisfactory tool aspect is ease of use, whereas the least satisfactory one is lack of integration with other systems. Finally, our results provide a list of features that are most desired by the software companies today.","
---

Based on the provided criteria, the article titled ""Survey of Agile Tool Usage and Needs"" should be classified as ""INCLUDED"". Here's the justification:

The article does not violate any Exclusion Criteria:
• It is written in English (EC1).
• It addresses software requirements as it discusses tool usage and needs in software companies (EC3).
• It is not a draft, presentation slides, or abstract; it is a detailed survey report (EC4).
• It is not a tertiary or meta-analysis study (EC5).
• It does not deal with teaching agile methods (EC6).
• It addresses agile methodologies by focusing on tool usage and needs in Agile software companies (EC7).
• It does not fail to answer research questions; it reports on the results of a survey focused on tool usage and needs (EC9).

The article meets all Inclusion Criteria:
• It addresses requirements in software projects using agile methodologies by discussing tool usage and needs (IC1).
• It is a study from industry, commissioned by a Swedish telecommunic",
